step,phase,obs,action_raw,action_clipped,action_scaled
41,0.640625,"[-7.7301043e-01 -6.3439327e-01  1.6041088e-01  2.2068405e-01
 -1.5384675e-03  1.5186815e-01 -1.6164877e+00 -7.5073886e-01]",[-1.776412  -1.0853124],[-1.776412  -1.0853124],[-0.444103  -0.2713281]
42,0.65625,"[-0.8314696  -0.55557024  0.15430641  0.24967575 -0.05912085  0.12901096
 -1.776412   -1.0853124 ]",[-2.0233803 -1.5053505],[-2.0233803 -1.5053505],[-0.50584507 -0.37633762]
43,0.671875,"[-0.8819213  -0.47139674  0.13752174  0.27027512 -0.11362638  0.07054949
 -2.0233803  -1.5053505 ]",[-2.1412287 -2.1983814],[-2.1412287 -2.1983814],[-0.53530717 -0.54959536]
44,0.6875,"[-0.9238795  -0.38268343  0.11272621  0.28019333 -0.14000002  0.0156044
 -2.1412287  -2.1983814 ]",[-2.634958 -2.708496],[-2.634958 -2.708496],[-0.6587395 -0.677124 ]
45,0.703125,"[-0.95694035 -0.29028466  0.0806818   0.2767601  -0.15934066 -0.04241762
 -2.634958   -2.708496  ]",[-2.7208335 -2.636182 ],[-2.7208335 -2.636182 ],[-0.6802084 -0.6590455]
46,0.71875,"[-0.98078525 -0.19509032  0.04253483  0.26226425 -0.19626375 -0.08769226
 -2.7208335  -2.636182  ]",[-2.8111813 -2.5070732],[-2.8111813 -2.5070732],[-0.7027953 -0.6267683]
47,0.734375,"[-9.9518472e-01 -9.8017141e-02 -1.3351440e-03  2.3594284e-01
 -2.2087912e-01 -1.5582418e-01 -2.8111813e+00 -2.5070732e+00]",[-2.7179325 -2.6469965],[-2.7179325 -2.6469965],[-0.6794831 -0.6617491]
48,0.75,"[-1.0000000e+00 -1.8369701e-16 -4.9019814e-02  1.9893932e-01
 -2.4505496e-01 -2.0109892e-01 -2.7179325e+00 -2.6469965e+00]",[-2.672523  -2.8111649],[-2.672523  -2.8111649],[-0.66813076 -0.7027912 ]
49,0.765625,"[-0.9951847   0.09801714 -0.10090065  0.1482029  -0.27274725 -0.27318683
 -2.672523   -2.8111649 ]",[-2.6769228 -2.7901177],[-2.6769228 -2.7901177],[-0.6692307  -0.69752944]
50,0.78125,"[-0.98078525  0.19509032 -0.15697765  0.08754826 -0.28417584 -0.3210989
 -2.6769228  -2.7901177 ]",[-2.7598054 -2.6982021],[-2.7598054 -2.6982021],[-0.68995136 -0.67455053]
51,0.796875,"[-0.95694035  0.29028466 -0.21534252  0.01926422 -0.29516482 -0.3501099
 -2.7598054  -2.6982021 ]",[-2.5078719 -2.7360172],[-2.5078719 -2.7360172],[-0.62696797 -0.6840043 ]
52,0.8125,"[-0.9238795   0.38268343 -0.27523422 -0.05245304 -0.31318685 -0.37648353
 -2.5078719  -2.7360172 ]",[-2.4331121 -2.5521324],[-2.4331121 -2.5521324],[-0.60827804 -0.6380331 ]
53,0.828125,"[-0.8819213   0.47139674 -0.3339815  -0.12645912 -0.29296705 -0.3756044
 -2.4331121  -2.5521324 ]",[-2.200146  -2.1670308],[-2.200146  -2.1670308],[-0.5500365 -0.5417577]
54,0.84375,"[-0.8314696   0.55557024 -0.38929558 -0.2004652  -0.27406594 -0.37032968
 -2.200146   -2.1670308 ]",[-1.8779805 -1.4816986],[-1.8779805 -1.4816986],[-0.46949512 -0.37042466]
55,0.859375,"[-0.77301043  0.6343933  -0.44232082 -0.27447128 -0.25252748 -0.36505494
 -1.8779805  -1.4816986 ]",[-0.5645363 -0.0257123],[-0.5645363 -0.0257123],[-0.14113407 -0.00642807]
56,0.8750000000000001,"[-0.70710677  0.70710677 -0.49038696 -0.34428215 -0.21428572 -0.34967032
 -0.5645363  -0.0257123 ]",[2.082529  1.1308421],[2.082529  1.1308421],[0.52063227 0.28271052]
57,0.8906250000000001,"[-0.6343933   0.77301043 -0.53387547 -0.40951443 -0.19846153 -0.3145055
  2.082529    1.1308421 ]",[3.3345013 1.8408774],[3.3345013 1.8408774],[0.8336253  0.46021935]
58,0.9062499999999999,"[-0.55557024  0.8314696  -0.5697336  -0.4678793  -0.16901098 -0.26923075
  3.3345013   1.8408774 ]",[3.8084574 2.249304 ],[3.8084574 2.249304 ],[0.95211434 0.562326  ]
59,0.9218749999999999,"[-0.47139674  0.8819213  -0.5972004  -0.5151825  -0.11054945 -0.21384616
  3.8084574   2.249304  ]",[5.0303884 2.6813774],[5.0303884 2.6813774],[1.2575971  0.67034435]
60,0.9375,"[-0.38268343  0.9238795  -0.6120777  -0.5460825  -0.04021978 -0.11714287
  5.0303884   2.6813774 ]",[5.0556107 2.7909355],[5.0556107 2.7909355],[1.2639027 0.6977339]
61,0.953125,"[-0.29028466  0.95694035 -0.6055927  -0.5533304   0.1118681   0.01428576
  5.0556107   2.7909355 ]",[5.1714044 2.7925305],[5.1714044 2.7925305],[1.2928511  0.69813263]
62,0.96875,"[-0.19509032  0.98078525 -0.5678263  -0.53654575  0.25780222  0.15802203
  5.1714044   2.7925305 ]",[5.245926  2.7712903],[5.245926  2.7712903],[1.3114815 0.6928226]
63,0.984375,"[-0.09801714  0.9951847  -0.5022125  -0.4976349   0.3861539   0.2560439
  5.245926    2.7712903 ]",[5.092071  2.8542936],[5.092071  2.8542936],[1.2730178 0.7135734]
64,1.0,"[-2.4492937e-16  1.0000000e+00 -4.0875149e-01 -4.3888760e-01
  5.1934069e-01  3.4835169e-01  5.0920711e+00  2.8542936e+00]",[4.9636483 2.8638644],[4.9636483 2.8638644],[1.2409121 0.7159661]
65,1.015625,"[ 0.09801714  0.9951847  -0.29049397 -0.3625927   0.6323077   0.4340659
  4.9636483   2.8638644 ]",[4.8567524 2.8909428],[4.8567524 2.8909428],[1.2141881 0.7227357]
66,1.03125,"[ 0.19509032  0.98078525 -0.15621376 -0.27485275  0.70131874  0.46923074
  4.8567524   2.8909428 ]",[4.64397   2.8729224],[4.64397   2.8729224],[1.1609925 0.7182306]
67,1.046875,"[ 0.29028466  0.95694035 -0.01125336 -0.17872143  0.73780215  0.47362635
  4.64397     2.8729224 ]",[4.3254046 2.9045577],[4.3254046 2.9045577],[1.0813512 0.7261394]
68,1.0625,"[ 0.38268343  0.9238795   0.13828468 -0.07877445  0.7523077   0.48857147
  4.3254046   2.9045577 ]",[3.834074  2.8498194],[3.834074  2.8498194],[0.9585185  0.71245486]
69,1.078125,"[0.47139674 0.8819213  0.28667927 0.02193451 0.73956054 0.48461542
 3.834074   2.8498194 ]",[3.064143  2.8255014],[3.064143  2.8255014],[0.76603574 0.70637536]
70,1.09375,"[0.55557024 0.8314696  0.43316555 0.12264442 0.70131874 0.49296704
 3.064143   2.8255014 ]",[2.3289337 2.7711897],[2.3289337 2.7711897],[0.5822334 0.6927974]
71,1.109375,"[0.6343933  0.77301043 0.5724039  0.22030258 0.67010987 0.4639561
 2.3289337  2.7711897 ]",[1.0868375 2.8159237],[1.0868375 2.8159237],[0.27170938 0.7039809 ]
72,1.125,"[0.70710677 0.70710677 0.6982908  0.3114748  0.6028571  0.46483517
 1.0868375  2.8159237 ]",[-0.14386779  1.0970008 ],[-0.14386779  1.0970008 ],[-0.03596695  0.2742502 ]
73,1.140625,"[ 0.77301043  0.6343933   0.81006336  0.39692497  0.5118681   0.41164836
 -0.14386779  1.0970008 ]",[-2.7403443   0.23924586],[-2.7403443   0.23924586],[-0.6850861   0.05981147]
74,1.15625,"[ 0.8314696   0.55557024  0.9031429   0.47512817  0.4173626   0.36637363
 -2.7403443   0.23924586]",[-6.922921   -0.43751448],[-6.922921   -0.43751448],[-1.7307303  -0.10937862]
75,1.171875,"[ 0.8819213   0.47139674  0.9729538   0.5437937   0.28109893  0.32065937
 -6.922921   -0.43751448]",[-6.844952   -0.26090348],[-6.844952   -0.26090348],[-1.711238   -0.06522587]
76,1.1875,"[ 0.9238795   0.38268343  1.0164413   0.6044483   0.14791213  0.29120874
 -6.844952   -0.26090348]",[-6.498358    0.01681601],[-6.498358    0.01681601],[-1.6245894  0.004204 ]
77,1.203125,"[ 0.95694035  0.29028466  1.0290298   0.6502247  -0.00945053  0.18747254
 -6.498358    0.01681601]",[-6.2965975  -0.23368423],[-6.2965975  -0.23368423],[-1.5741494  -0.05842106]
78,1.21875,"[ 0.98078525  0.19509032  1.0061417   0.67540264 -0.19582419  0.06747255
 -6.2965975  -0.23368423]",[-6.8581247  -0.47283942],[-6.8581247  -0.47283942],[-1.7145312  -0.11820985]
79,1.234375,"[ 0.9951847   0.09801714  0.9409094   0.67883587 -0.41912088 -0.02967033
 -6.8581247  -0.47283942]",[-7.4278293 -0.6484938],[-7.4278293 -0.6484938],[-1.8569573  -0.16212346]
80,1.25,"[ 1.0000000e+00  3.0616170e-16  8.3905506e-01  6.6205120e-01
 -5.6769228e-01 -1.0923076e-01 -7.4278293e+00 -6.4849383e-01]",[-7.6494923 -0.9011885],[-7.6494923 -0.9011885],[-1.9123731  -0.22529712]
81,1.265625,"[ 0.9951847  -0.09801714  0.71202374  0.63153267 -0.6868132  -0.18219781
 -7.6494923  -0.9011885 ]",[-7.988659  -2.1061232],[-7.988659  -2.1061232],[-1.9971647 -0.5265308]
82,1.28125,"[ 0.98078525 -0.19509032  0.56553745  0.5910959  -0.76725274 -0.21604395
 -7.988659   -2.1061232 ]",[-7.877437  -2.4289517],[-7.877437  -2.4289517],[-1.9693593  -0.60723794]
83,1.296875,"[ 0.95694035 -0.29028466  0.40837002  0.5407419  -0.79318684 -0.25428572
 -7.877437   -2.4289517 ]",[-7.553176 -2.875013],[-7.553176 -2.875013],[-1.888294  -0.7187533]
84,1.3125,"[ 0.9238795  -0.38268343  0.24547958  0.48428345 -0.81164837 -0.29648352
 -7.553176   -2.875013  ]",[-6.82088  -3.733201],[-6.82088  -3.733201],[-1.70522    -0.93330026]
85,1.328125,"[ 0.8819213  -0.47139674  0.08144474  0.42095852 -0.80945057 -0.32637364
 -6.82088    -3.733201  ]",[-6.186025  -3.3561945],[-6.186025  -3.3561945],[-1.5465063 -0.8390486]
86,1.34375,"[ 0.8314696  -0.55557024 -0.07991886  0.35038567 -0.78483516 -0.3654945
 -6.186025   -3.3561945 ]",[-5.200461  -3.5377817],[-5.200461  -3.5377817],[-1.3001152 -0.8844454]
87,1.359375,"[ 0.77301043 -0.6343933  -0.23556137  0.27027512 -0.7567033  -0.42483518
 -5.200461   -3.5377817 ]",[-3.8520079 -3.7768316],[-3.8520079 -3.7768316],[-0.96300197 -0.9442079 ]
88,1.375,"[ 0.70710677 -0.70710677 -0.3828106   0.18215466 -0.7197802  -0.4538462
 -3.8520079  -3.7768316 ]",[-1.9413183 -3.4704218],[-1.9413183 -3.4704218],[-0.48532957 -0.86760545]
89,1.390625,"[ 0.6343933  -0.77301043 -0.5178528   0.08716679 -0.64945054 -0.47670332
 -1.9413183  -3.4704218 ]",[-1.2749257 -3.1567862],[-1.2749257 -3.1567862],[-0.31873143 -0.78919655]
90,1.40625,"[ 0.55557024 -0.8314696  -0.64068794 -0.0169754  -0.57076925 -0.5276923
 -1.2749257  -3.1567862 ]",[-1.6493793 -3.76435  ],[-1.6493793 -3.76435  ],[-0.4123448 -0.9410875]
91,1.421875,"[ 0.47139674 -0.8819213  -0.7509346  -0.12111855 -0.5259341  -0.5386813
 -1.6493793  -3.76435   ]",[-2.3229911 -4.883177 ],[-2.3229911 -4.883177 ],[-0.5807478 -1.2207942]
92,1.4375,"[ 0.38268343 -0.9238795  -0.8466854  -0.2264061  -0.44197804 -0.5224176
 -2.3229911  -4.883177  ]",[-2.4813251 -4.9123335],[-2.4813251 -4.9123335],[-0.6203313 -1.2280834]
93,1.453125,"[ 0.29028466 -0.95694035 -0.92259884 -0.33092976 -0.3197802  -0.48901102
 -2.4813251  -4.9123335 ]",[-1.6108923 -4.424244 ],[-1.6108923 -4.424244 ],[-0.40272307 -1.106061  ]
94,1.46875,"[ 0.19509032 -0.98078525 -0.970665   -0.42820644 -0.19010988 -0.47758242
 -1.6108923  -4.424244  ]",[-0.13331781 -3.2190323 ],[-0.13331781 -3.2190323 ],[-0.03332945 -0.8047581 ]
95,1.484375,"[ 0.09801714 -0.9951847  -0.9943161  -0.5178528  -0.07538462 -0.43362638
 -0.13331781 -3.2190323 ]",[ 1.6285844 -1.362624 ],[ 1.6285844 -1.362624 ],[ 0.4071461 -0.340656 ]
96,1.5,"[ 3.6739403e-16 -1.0000000e+00 -9.9927521e-01 -6.0444832e-01
  6.5937045e-04 -4.2395607e-01  1.6285844e+00 -1.3626240e+00]",[ 3.7066162  -0.10781045],[ 3.7066162  -0.10781045],[ 0.92665404 -0.02695261]
97,1.515625,"[-0.09801714 -0.9951847  -0.99355316 -0.69142437  0.04373627 -0.41516486
  3.7066162  -0.10781045]",[4.469876  0.1022227],[4.469876  0.1022227],[1.117469   0.02555567]
