step,phase,obs,action_scaled,smoothed_joint_pos
0,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
10,0.0703125,"[ 1.0996447e-04  8.0041669e-04 -2.2063144e-04 -3.3786636e-02
  2.2164607e-02 -9.9918330e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -6.9104195e-02 -2.1308633e-02 -1.1171570e-02
 -2.5703812e-01  2.0088688e-01  4.3164253e-02 -3.0572204e-02
 -3.7275083e-02  2.0859051e-01 -2.0780742e-01 -6.5937045e-04
 -2.1982193e-04 -2.1982193e-04 -2.1982193e-04  1.1069134e-06
  2.1982193e-04 -1.0989190e-03 -2.1982193e-04 -2.1982193e-04
 -2.1550066e-07  3.0010384e-01 -1.0033099e-01 -4.3688518e-01
 -4.7284096e-01 -2.2820644e+00  8.1711221e-01 -6.2889779e-01
  4.9736869e-01  1.8790677e-01  3.3546534e-01  4.2755508e-01
  9.0398932e-01]","[-0.00861156 -0.04080872 -0.15328579 -0.17854132 -0.62066793  0.21594541
 -0.20348851  0.15055916  0.0889302   0.09375181]","[-0.18953865766525269, -0.1426917165517807, -0.027560416609048843, -0.5543815493583679, -0.31788888573646545, 0.5079331398010254, -0.12739109992980957, 0.11703953146934509, 0.5832613110542297, -0.16183121502399445]"
20,0.1484375,"[-8.33656522e-04  2.49163189e-04 -6.86760934e-04 -3.37538011e-02
  2.21373737e-02 -9.99184966e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -6.91041946e-02 -2.13086326e-02 -1.11715700e-02
 -2.57038116e-01  2.00886875e-01  4.31642532e-02 -3.05722039e-02
 -3.72750834e-02  2.08590508e-01 -2.07807422e-01 -6.59370446e-04
 -2.19821930e-04 -2.19821930e-04  6.59370446e-04 -1.01124671e-04
  2.19821930e-04 -2.19821930e-04 -2.19821930e-04 -2.19821930e-04
 -1.03074024e-04 -3.27331281e+00  1.38590062e+00  2.10459173e-01
 -4.53133166e-01 -8.28212425e-02  2.57669091e-01 -2.83383965e-01
 -1.49600017e+00 -7.37266839e-02  3.02260011e-01  8.03207517e-01
  5.95699310e-01]","[-0.68490523  0.31078842  0.12389427 -0.05892484  0.13746178 -0.00488998
  0.03240626 -0.40930876  0.0589793   0.4764305 ]","[-1.0434961318969727, 0.3042548596858978, 0.06419703364372253, -0.6176460981369019, 0.1267026662826538, 0.2470637559890747, 0.08531217277050018, -0.4755358099937439, 0.4910779595375061, 0.1472809761762619]"
30,0.22656249999999997,"[-2.67629493e-02  1.41897485e-01  3.10298186e-02 -1.95631068e-02
  2.23156400e-02 -9.99559522e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -9.08479691e-02 -1.25348289e-02 -3.16070579e-03
 -2.60852814e-01  1.99900836e-01  4.62160110e-02 -3.05722039e-02
 -6.93194941e-02  2.08590508e-01 -2.03342170e-01 -3.49450111e-02
  3.75823975e-02  5.64835556e-02 -3.80219482e-02 -7.14855595e-03
  2.70329472e-02 -4.06593345e-02 -1.04835175e-01 -6.59370446e-04
  1.07397540e-02 -1.67317510e+00 -1.27375162e+00  2.24225783e+00
  6.96578503e-01 -2.21408941e-02  5.51814795e-01  5.55665642e-02
  1.51605594e+00  4.59816188e-01  2.87941504e+00  9.89176512e-01
  1.46730468e-01]","[ 0.45680207 -0.8476594   1.3189864   0.38101834 -0.28800064  0.9776583
 -0.56437045  0.21719083  0.5742469   1.4938413 ]","[-0.7714403867721558, -0.15965130925178528, 0.4774020314216614, -0.39324408769607544, 0.08441098034381866, 0.3874032497406006, 0.0827815979719162, 0.16491523385047913, 0.6188788414001465, 0.44172126054763794]"
40,0.3046875,"[-0.18581091  0.14930716  0.18009067  0.04230488  0.05479464 -0.99760103
  0.2         0.          0.         -0.22970581  0.04125336  0.24250962
 -0.29480457  0.16254786  0.13433647 -0.0729163  -0.13264443  0.2112608
 -0.15813848 -0.06571426  0.01824179  0.1        -0.00769234 -0.03302911
  0.03802195  0.01736259  0.22131872 -0.02219782  0.03540027  0.24324423
  0.76952195 -0.2858106  -0.7058422  -3.6404147   2.3569796  -1.5690194
  0.8390248   0.6674577  -0.48715827  0.94154406 -0.33688986]","[ 0.09737327  0.11691016 -0.11282156 -0.01964954 -0.843603    0.5619717
 -0.4517934   0.2401686   0.12372471 -0.13401514]","[-0.11092181503772736, 0.06180291250348091, -0.14709287881851196, -0.596055805683136, -0.7166990041732788, 0.7260099053382874, -0.31274178624153137, 0.24631758034229279, 0.6238591074943542, -0.2626045346260071]"
50,0.3828125,"[ 3.8909037e-02  8.3199413e-03 -1.4729392e-02  8.2570158e-02
  9.5863380e-02 -9.9196398e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -3.2164097e-01  7.3025506e-03  2.7417159e-01
 -2.8412342e-01  1.0519850e-01  1.8965054e-01 -7.1771890e-02
  2.9575276e-01  1.8875408e-01 -7.6356843e-02  8.1318859e-03
 -6.2197782e-02 -1.2769233e-01  1.4725304e-02 -5.4389755e-03
  2.9670333e-02  2.4175644e-03  1.6043950e-02  6.3735964e-03
  2.6426751e-02  8.4148869e-02  1.0844939e+00 -6.4858437e-02
 -9.6753418e-02 -4.2732277e+00  1.1851377e+00 -1.5268996e+00
 -2.4522537e-01 -3.9827299e-01 -1.1019478e-01  6.7155898e-01
 -7.4095112e-01]","[-0.01087843  0.23737141 -0.11543331 -0.0319265  -0.9896904   0.24450886
 -0.21526442 -0.05389438 -0.10188052 -0.03375032]","[-0.24519093334674835, 0.256955623626709, -0.06292878836393356, -0.5248392820358276, -0.8722705841064453, 0.5547569990158081, -0.21223334968090057, -0.01858038641512394, 0.44979822635650635, -0.19900640845298767]"
60,0.46093749999999994,"[ 0.20497629  0.03473051 -0.29780528  0.084773    0.05096373 -0.9950961
  0.2         0.          0.         -0.23962402 -0.05716679  0.02125336
 -0.24101639  0.12873828  0.26365662 -0.10267094  0.07182621  0.19790936
 -0.08714247  0.03406591  0.01868134 -0.06835165  0.01736259  0.01545425
  0.01296701 -0.04417581 -0.18879123 -0.04417581 -0.01790615 -1.618994
 -0.19879381  0.449267   -0.4909461   0.34923294 -0.28237465  0.36584073
  0.0731764  -0.12435907  1.8709447   0.24298018 -0.97003126]","[-0.3196662   0.01818274  0.08226644 -0.08291234  0.01300941 -0.00178938
  0.0461661   0.09329741  0.04541261  0.52209485]","[-0.8629380464553833, 0.09616567194461823, -0.026123881340026855, -0.707429051399231, 0.045457594096660614, 0.19930289685726166, 0.28519195318222046, -0.0350203700363636, 0.534896194934845, 0.4576753079891205]"
70,0.5390625,"[-5.5678222e-02 -6.4812191e-03 -2.3870376e-01  8.6917751e-02
  2.7945420e-02 -9.9582338e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -2.4229431e-01 -3.9237708e-02 -6.6104166e-02
 -2.3567581e-01  1.2178460e-01  3.2545567e-01 -1.1831120e-01
 -1.1853004e-01  1.9409466e-01 -5.8033928e-02 -4.1098882e-02
  1.6923046e-02  4.1538429e-02 -3.7142850e-02 -2.9139264e-02
  9.4505316e-03  3.3626366e-02  2.8791238e-02 -6.5937045e-04
  1.1815197e-02 -2.0595620e+00  1.2463470e+00  2.3887992e-01
 -2.8927225e-01  8.0058551e-01  8.4920764e-02  4.8666090e-01
 -5.0390655e-01  1.5934381e-01  2.1411407e+00 -2.4298018e-01
 -9.7003126e-01]","[-0.33612657  0.16013622  0.07657783 -0.02622263  0.00853977  0.05229944
  0.02545362 -0.00087804  0.03086261  0.56617355]","[-0.796226978302002, 0.2763517498970032, 0.036503229290246964, -0.5580670237541199, 0.19095204770565033, 0.1895568072795868, 0.2150658518075943, -0.1359555870294571, 0.540546715259552, 0.4357256591320038]"
80,0.6171875,"[-1.0077972e-02  3.2722291e-02 -2.0041132e-02  8.6700469e-02
  6.1469130e-02 -9.9433625e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -3.1439304e-01  3.0953674e-02  8.4196813e-02
 -2.5093460e-01  1.0098702e-01  3.2621861e-01 -6.3379556e-02
 -2.5830993e-02  1.9333172e-01 -5.7568848e-02 -3.4945011e-02
  6.1758231e-02  6.5714262e-02  1.9780160e-03 -4.2075836e-03
  2.1982193e-04  3.8901139e-02  3.7582397e-02 -1.0329628e-02
 -7.4978097e-04 -2.6170772e-01 -8.0592036e-03  2.8825083e-01
  1.9284844e-02 -2.1855359e+00  8.7078649e-01 -5.7089943e-01
  2.8508419e-01  1.8893954e-01  3.0916181e-01 -6.7155898e-01
 -7.4095112e-01]","[-0.05335925 -0.00181627  0.09901925 -0.00228335 -0.5694136   0.21588965
 -0.16447009  0.07209715  0.04262502  0.10097856]","[-0.3157224953174591, -0.018039412796497345, 0.04864493012428284, -0.49970561265945435, -0.38752806186676025, 0.49313443899154663, -0.09169097989797592, 0.07886011898517609, 0.5526343584060669, -0.09851102530956268]"
90,0.6953125,"[ 6.05688542e-02  3.50079909e-02  5.45078330e-02  9.62763801e-02
  5.40125109e-02 -9.93888021e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -3.09815407e-01  1.01907998e-01  1.17385633e-01
 -2.03631401e-01  3.39350104e-03  3.33085060e-01  3.26843932e-04
  2.98645403e-02  1.75021172e-01 -4.90013361e-02  1.97801599e-03
  1.73625946e-02 -4.76922989e-02  2.17582714e-02 -3.42168286e-02
 -9.45053156e-03  2.70329472e-02  2.41756439e-03 -2.79120449e-02
  1.45873977e-02 -2.03558430e-01 -1.44414857e-01  6.37721479e-01
  1.16017520e-01 -1.94302833e+00  7.04171598e-01 -8.68108809e-01
  2.22092435e-01  1.19727165e-01  3.11900169e-01 -9.41544056e-01
 -3.36889863e-01]","[-0.05102727 -0.05806151  0.15355538  0.04279646 -0.46022767  0.17813651
 -0.22776474  0.05898498  0.03857296  0.08975476]","[-0.2964533269405365, -0.0507255382835865, 0.15892086923122406, -0.48390254378318787, -0.3832113742828369, 0.44004425406455994, -0.18146836757659912, 0.07133303582668304, 0.5323976278305054, -0.06654904782772064]"
