step,phase,obs,action_raw,action_clipped,action_scaled
0,0.0,"[ 0.0000000e+00  1.0000000e+00 -2.3078918e-02  2.4986267e-02
 -6.5937045e-04  6.5937045e-04  0.0000000e+00  0.0000000e+00]",[0.27905747 1.8397555 ],[0.27905747 1.8397555 ],[0.06976437 0.45993888]
1,0.0078125,"[ 4.9067676e-02  9.9879545e-01 -2.3078918e-02  2.4986267e-02
 -1.0989190e-03 -6.5937045e-04  2.7905747e-01  1.8397555e+00]",[0.17163503 1.1740957 ],[0.17163503 1.1740957 ],[0.04290876 0.29352394]
2,0.015625,"[ 9.8017141e-02  9.9518472e-01 -2.2697449e-02  2.4986267e-02
  2.1982193e-04 -2.1982193e-04  1.7163503e-01  1.1740957e+00]",[0.14640035 1.1415174 ],[0.14640035 1.1415174 ],[0.03660009 0.28537935]
3,0.0234375,"[ 1.4673047e-01  9.8917651e-01 -2.2697449e-02  2.4986267e-02
 -6.5937045e-04 -2.1982193e-04  1.4640035e-01  1.1415174e+00]",[0.10657412 1.0319707 ],[0.10657412 1.0319707 ],[0.02664353 0.25799268]
4,0.03125,"[ 1.9509032e-01  9.8078525e-01 -2.2697449e-02  2.4986267e-02
 -6.5937045e-04 -6.5937045e-04  1.0657412e-01  1.0319707e+00]",[0.11200806 1.1855114 ],[0.11200806 1.1855114 ],[0.02800202 0.29637784]
5,0.0390625,"[ 2.42980182e-01  9.70031261e-01 -2.26974487e-02  2.49862671e-02
  2.19821930e-04  2.19821930e-04  1.12008065e-01  1.18551135e+00]",[0.1328247 1.3170843],[0.1328247 1.3170843],[0.03320618 0.32927108]
6,0.046875,"[ 2.9028466e-01  9.5694035e-01 -2.2697449e-02  2.4986267e-02
 -6.5937045e-04 -1.0989190e-03  1.3282470e-01  1.3170843e+00]",[0.14791387 1.6732702 ],[0.14791387 1.6732702 ],[0.03697847 0.41831756]
7,0.05468750000000001,"[ 3.3688986e-01  9.4154406e-01 -2.2697449e-02  2.4986267e-02
 -6.5937045e-04 -2.1982193e-04  1.4791387e-01  1.6732702e+00]",[0.18348476 2.1930847 ],[0.18348476 2.1930847 ],[0.04587119 0.5482712 ]
8,0.0625,"[ 3.8268343e-01  9.2387950e-01 -2.2697449e-02  2.4986267e-02
 -2.1982193e-04  2.1982193e-04  1.8348476e-01  2.1930847e+00]",[0.2297489 2.3816707],[0.2297489 2.3816707],[0.05743723 0.5954177 ]
9,0.0703125,"[ 4.2755508e-01  9.0398932e-01 -2.2697449e-02  2.4986267e-02
 -2.1982193e-04 -6.5937045e-04  2.2974890e-01  2.3816707e+00]",[0.24802017 2.642394  ],[0.24802017 2.642394  ],[0.06200504 0.6605985 ]
10,0.078125,"[ 4.7139674e-01  8.8192129e-01 -2.2697449e-02  2.4986267e-02
 -6.5937045e-04  2.1982193e-04  2.4802017e-01  2.6423941e+00]",[0.24086514 3.0599532 ],[0.24086514 3.0599532 ],[0.06021629 0.7649883 ]
11,0.0859375,"[ 5.1410276e-01  8.5772860e-01 -2.2697449e-02  2.4986267e-02
 -2.1982193e-04 -2.1982193e-04  2.4086514e-01  3.0599532e+00]",[0.131698 3.387492],[0.131698 3.387492],[0.0329245 0.846873 ]
12,0.09375,"[ 5.5557024e-01  8.3146960e-01 -2.2697449e-02  2.4986267e-02
  2.1982193e-04  6.5937045e-04  1.3169800e-01  3.3874919e+00]",[0.18367475 3.6156852 ],[0.18367475 3.6156852 ],[0.04591869 0.9039213 ]
13,0.1015625,"[ 5.9569931e-01  8.0320752e-01 -2.2697449e-02  2.4986267e-02
  2.1982193e-04 -2.1982193e-04  1.8367475e-01  3.6156852e+00]",[0.11762986 3.428063  ],[0.11762986 3.428063  ],[0.02940746 0.8570157 ]
14,0.10937500000000001,"[ 6.34393275e-01  7.73010433e-01 -2.26974487e-02  2.49862671e-02
 -6.59370446e-04 -2.19821930e-04  1.17629856e-01  3.42806292e+00]",[-0.04272217  2.9904292 ],[-0.04272217  2.9904292 ],[-0.01068054  0.7476073 ]
15,0.1171875,"[ 6.7155898e-01  7.4095112e-01 -2.2697449e-02  2.4986267e-02
  2.1982193e-04  2.1982193e-04 -4.2722166e-02  2.9904292e+00]",[-0.0465774  2.7409651],[-0.0465774  2.7409651],[-0.01164435  0.6852413 ]
16,0.125,"[ 7.0710677e-01  7.0710677e-01 -2.2697449e-02  2.4986267e-02
 -6.5937045e-04 -2.1982193e-04 -4.6577401e-02  2.7409651e+00]",[-0.05659689  2.6394706 ],[-0.05659689  2.6394706 ],[-0.01414922  0.65986764]
