step,phase,obs,action_scaled,smoothed_joint_pos
0,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
10,0.0703125,"[ 4.2755508e-01  9.0398932e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -4.5453072e-02  2.8664855e-02 -8.1198122e-03
 -1.4984322e-01  1.2580359e-01  1.6460419e-02 -1.1498718e-02
 -1.4005432e-02  8.4610939e-02 -1.5300444e-01 -6.5937045e-04
 -2.1982193e-04 -6.5937045e-04 -2.1982193e-04  2.2285117e-04
 -2.1982193e-04 -2.1982193e-04 -6.5937045e-04 -2.1982193e-04
  2.1389886e-04  1.5852058e+00  4.0300930e-01  7.8584805e-02
  6.1879176e-01 -4.2759183e-01  1.5663013e+00 -4.1168898e-01
  6.3884336e-01  1.3123271e+00  6.5668452e-01  3.2457887e-04
  9.3489868e-04  4.2533237e-04 -3.0146463e-02  8.8748951e-03
 -1.4382777e-01]","[ 0.47999328  0.1614833  -0.03667312  0.20072566 -0.14848872  0.39721608
 -0.11345354  0.16997269  0.34103307  0.18858989]","[0.05629352480173111, 0.009700640104711056, 0.06058976799249649, -0.38407567143440247, 0.08079753816127777, 0.6490504145622253, -0.060137033462524414, 0.1573401242494583, 0.8241138458251953, -0.0028314427472651005]"
20,0.1484375,"[ 8.0320752e-01  5.9569931e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -4.5453072e-02  2.8664855e-02 -8.1198122e-03
 -1.4984322e-01  1.2580359e-01  1.6460419e-02 -1.1498718e-02
 -1.4005432e-02  8.4610939e-02 -1.5300444e-01 -1.0989190e-03
 -2.1982193e-04 -2.1982193e-04  2.1982193e-04  1.1599141e-04
  2.1982193e-04 -6.5937045e-04 -1.0989190e-03  2.1982193e-04
  1.0790742e-04  3.2321861e+00  1.7400408e+00 -1.2593601e+00
  1.6772974e+00 -1.1171421e+00  1.7980936e+00 -5.8843726e-01
  9.9511772e-01  1.6038492e+00  1.0629442e+00  5.1121565e-04
  7.0139987e-04 -3.9378992e-05 -3.0146986e-02  8.9075677e-03
 -1.4374477e-01]","[ 0.8137934   0.4401731  -0.31910074  0.4229017  -0.27969673  0.45371452
 -0.14991824  0.25159878  0.4058054   0.26723236]","[0.5423856377601624, 0.39110755920410156, -0.31319189071655273, -0.09147375822067261, -0.12614649534225464, 0.6937607526779175, -0.11322100460529327, 0.25352945923805237, 0.8944957256317139, 0.11150020360946655]"
30,0.22656249999999997,"[ 9.8917651e-01  1.4673047e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -4.5453072e-02  2.8664855e-02 -8.1198122e-03
 -1.4984322e-01  1.2580359e-01  1.6460419e-02 -1.1498718e-02
 -1.4005432e-02  8.4610939e-02 -1.5300444e-01 -6.5937045e-04
 -2.1982193e-04 -2.1982193e-04  2.1982193e-04  3.0520457e-06
 -6.5937045e-04 -2.1982193e-04  2.1982193e-04 -2.1982193e-04
  1.0409844e-04  3.2469201e+00  1.7386571e+00 -1.2894963e+00
  1.6708267e+00 -1.1145737e+00  1.8537053e+00 -6.1612934e-01
  1.0277929e+00  1.6759540e+00  1.0541130e+00  1.5217961e-04
  3.5086789e-04 -4.0468076e-04 -3.0140091e-02  8.9399777e-03
 -1.4376198e-01]","[ 0.8100341   0.43237296 -0.3230184   0.41628152 -0.27933273  0.46295092
 -0.1526819   0.25597763  0.41747716  0.2624141 ]","[0.5635814070701599, 0.4064672887325287, -0.33251649141311646, -0.08080098032951355, -0.1284792721271515, 0.7139354348182678, -0.12439674884080887, 0.26730433106422424, 0.9193349480628967, 0.11495718359947205]"
40,0.3046875,"[ 0.94154406 -0.33688986  0.2         0.          0.          0.03542042
  0.06147221 -0.10692238 -0.07087803  0.09847505  0.06605244  0.01863834
  0.06000065  0.14984322 -0.1205726   0.12285719  0.04813185 -0.17560439
  0.10175829 -0.04031947  0.05252743  0.06307688  0.09956045  0.09824171
  0.0426415  -0.03839836  0.9897454  -0.67037493 -0.38881984 -1.971694
  0.9966533   0.02726628 -0.0993272   0.29178444  0.0881066   0.2085494
 -0.0948628  -0.27112177  0.01042742 -0.00801483 -0.17900081]","[-0.45167983  0.07400428  0.04173892 -0.33393356 -0.29050872  0.18351501
 -0.05365184 -0.16488214  0.08074454 -0.0364192 ]","[0.019252484664320946, 0.2688322365283966, -0.2408389151096344, -0.41696780920028687, -0.22728553414344788, 0.536460280418396, -0.037727806717157364, 0.06480848789215088, 0.692091166973114, -0.06583202630281448]"
50,0.3828125,"[ 0.671559   -0.7409511   0.2         0.          0.          0.18381405
  0.17324379 -0.3228371   0.11490059  0.01740085  0.1774435   0.13117382
  0.16605113  0.26390457 -0.09702675 -0.0054945   0.04989014  0.02087908
  0.00989008 -0.01880714  0.03406591  0.00813189 -0.07934065 -0.00241756
 -0.01141494 -1.822268   -0.3653091   0.30455667 -0.54218465 -0.1334518
  0.6676537  -0.07494879  0.20497054  0.26329878 -1.0392587   0.1554604
  0.02712366 -0.4977962   0.0861395  -0.01110162 -0.35828394]","[-0.46273774 -0.09646481  0.07022056 -0.15036404 -0.02639219  0.16850132
 -0.00643833  0.04190928  0.06805424 -0.26832992]","[-0.6983841061592102, -0.11062788963317871, 0.06903218477964401, -0.6123926043510437, 0.11219143867492676, 0.4115138351917267, -0.02467869035899639, 0.08259904384613037, 0.5688691139221191, -0.38193807005882263]"
60,0.46093749999999994,"[ 2.42980182e-01 -9.70031261e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00  9.64565277e-02  1.72480851e-01 -7.60223791e-02
  7.75156021e-02  3.24507058e-03  2.62893677e-01  9.60776508e-02
 -1.55313108e-02  2.31479645e-01 -1.32931888e-01 -8.54945183e-02
 -6.70330077e-02  3.01758289e-01 -6.43956214e-02  1.15289232e-02
  2.21978184e-02 -6.61538169e-02 -5.05495071e-03 -8.13188590e-03
 -1.41455641e-03 -1.44628596e+00  2.89046109e-01  9.80080217e-02
 -3.82435471e-01  6.66059196e-01  7.07414985e-01  4.15625483e-01
 -1.97075427e-01  1.44765019e-01 -1.16961288e+00 -2.15738595e-01
  1.11189306e-01 -9.04942304e-02  8.62671509e-02  3.68097648e-02
 -4.88067955e-01]","[-0.34531575  0.13873398 -0.0123487  -0.09490956  0.19879599  0.17771119
  0.13791522 -0.08028125  0.03349377 -0.31180614]","[-0.6438328623771667, 0.007037750445306301, 0.03039526380598545, -0.6177599430084229, 0.2653862237930298, 0.4142160415649414, 0.12462460249662399, -0.02690357342362404, 0.5464575886726379, -0.41967353224754333]"
70,0.5390625,"[-0.24298018 -0.97003126  0.2         0.          0.         -0.06376362
  0.08207157  0.19482495 -0.05905247  0.10345465  0.28501987 -0.00272491
  0.01422333  0.18570232 -0.12781167 -0.05648356 -0.04241762 -0.05296707
 -0.05120878  0.02537046  0.01208792 -0.03626375  0.01076927 -0.01692305
  0.00367482 -0.7349589   0.51339626 -0.472442   -0.22045428  0.5259177
  0.5471399   0.59874684 -0.10427792  0.10480586 -0.11465064 -0.08339076
  0.04444965  0.12261729  0.02035792  0.06961132 -0.45660877]","[-0.1678431   0.12409516 -0.10621651 -0.05155957  0.10895868  0.12095125
  0.13360584 -0.02345489  0.01986311  0.01670514]","[-0.46630391478538513, 0.10038450360298157, -0.12363824248313904, -0.555221676826477, 0.30062565207481384, 0.400363028049469, 0.17254887521266937, -0.019809992983937263, 0.5280444025993347, -0.22314736247062683]"
80,0.6171875,"[-6.7155898e-01 -7.4095112e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -1.0610771e-01  2.5613097e-02  5.1390417e-02
 -1.2581062e-01  1.4231989e-01  2.9150486e-01 -2.1416930e-02
  3.5968058e-02  1.7616558e-01 -9.9191114e-02  9.4505316e-03
 -1.5604401e-02 -9.6483521e-02 -5.0549507e-03  1.1641629e-02
 -2.4175644e-03  1.7802238e-02  1.4285755e-02  2.1982193e-04
  3.2289114e-02  1.0363357e+00  3.8178089e-01  3.7247434e-01
  3.6657643e-01 -6.3474494e-01  1.1853548e+00 -3.2326353e-01
  5.0932282e-01  1.1131122e+00  9.5000118e-01  3.9460022e-02
  1.4724213e-02 -5.3970013e-02  1.7741675e-02  7.5734563e-02
 -4.3399540e-01]","[ 0.4131257   0.21294484 -0.07468562  0.16097838 -0.24619353  0.2708594
 -0.0835498   0.13159056  0.24490368  0.2109483 ]","[-0.08530256152153015, 0.0036211893893778324, 0.1312049776315689, -0.42838889360427856, 0.027984876185655594, 0.47380056977272034, -0.008667238056659698, 0.13171863555908203, 0.7249048948287964, 0.12977631390094757]"
90,0.6953125,"[-0.94154406 -0.33688986  0.2         0.          0.         -0.07597065
  0.01340607 -0.00888275 -0.11131477  0.11398327  0.29264927 -0.01722076
  0.0657227   0.19790936 -0.06198689  0.01428576  0.01956043  0.08153849
  0.02175827 -0.01024848  0.00505495  0.00681314  0.03890114  0.00945053
  0.01405834 -1.4154589   0.97784865 -0.22117956 -0.2579679   0.15343243
  0.14061436  0.02862168 -0.13459918  0.13980573  0.58670634 -0.01822853
  0.01137946 -0.08907413  0.01533966  0.08445622 -0.46688297]","[-0.2944166   0.20161183 -0.04206172 -0.03929544  0.03268831  0.03449156
  0.00642228  0.02299245  0.03028889  0.15470797]","[-0.6876343488693237, 0.2500465512275696, -0.05106351897120476, -0.6382845640182495, 0.1527249962091446, 0.2630765438079834, 0.048508066684007645, -0.11388704925775528, 0.5508584380149841, -0.0023847906850278378]"
