step,phase,obs,action_raw,action_clipped,action_scaled
0,0.0,"[ 0.0000000e+00  1.0000000e+00  9.5367432e-04 -2.4795532e-03
 -1.8501282e-02  5.7220459e-04 -8.9645386e-03 -6.6757202e-03
  7.0571899e-03  9.1362953e-02 -7.8201294e-03 -9.5367432e-04
  2.1982193e-04 -2.1982193e-04 -2.1982193e-04 -2.1982193e-04
 -2.1982193e-04 -2.1982193e-04 -2.1982193e-04 -6.5937045e-04
  6.5937045e-04  2.1982193e-04  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00]","[-0.09781708 -0.18329772 -0.08244436 -0.45144534  1.1997236   0.3404414
  0.08269195  0.01869662  1.0833844  -1.2862554 ]","[-0.09781708 -0.18329772 -0.08244436 -0.45144534  1.1997236   0.3404414
  0.08269195  0.01869662  1.0833844  -1.2862554 ]","[-0.02445427 -0.04582443 -0.02061109 -0.11286134  0.2999309   0.08511035
  0.02067299  0.00467416  0.2708461  -0.32156384]"
1,0.015625,"[ 9.8017141e-02  9.9518472e-01  9.5367432e-04 -2.4795532e-03
 -1.8501282e-02  5.7220459e-04 -8.9645386e-03 -6.6757202e-03
  7.0571899e-03  9.1362953e-02 -7.8201294e-03 -9.5367432e-04
 -2.1982193e-04 -2.1982193e-04 -1.0989190e-03 -6.5937045e-04
  6.5937045e-04 -2.1982193e-04  6.5937045e-04  2.1982193e-04
 -1.0989190e-03 -6.5937045e-04 -9.7817078e-02 -1.8329772e-01
 -8.2444362e-02 -4.5144534e-01  1.1997236e+00  3.4044141e-01
  8.2691953e-02  1.8696621e-02  1.0833844e+00 -1.2862554e+00]","[-0.02766213 -0.1860183  -0.13695106 -0.36104903  1.3915745   0.20242493
  0.08361129  0.02894869  1.1720377  -1.4822006 ]","[-0.02766213 -0.1860183  -0.13695106 -0.36104903  1.3915745   0.20242493
  0.08361129  0.02894869  1.1720377  -1.4822006 ]","[-0.00691553 -0.04650458 -0.03423776 -0.09026226  0.34789363  0.05060623
  0.02090282  0.00723717  0.29300943 -0.37055016]"
2,0.03125,"[ 1.9509032e-01  9.8078525e-01  9.5367432e-04 -2.4795532e-03
 -1.8501282e-02  5.7220459e-04 -8.9645386e-03 -6.6757202e-03
  7.0571899e-03  9.1362953e-02 -7.8201294e-03 -1.3351440e-03
 -6.5937045e-04  6.5937045e-04  2.1982193e-04  2.1982193e-04
 -2.1982193e-04 -2.1982193e-04 -2.1982193e-04  2.1982193e-04
 -2.1982193e-04 -2.1982193e-04 -2.7662134e-02 -1.8601830e-01
 -1.3695106e-01 -3.6104903e-01  1.3915745e+00  2.0242493e-01
  8.3611295e-02  2.8948691e-02  1.1720377e+00 -1.4822006e+00]","[ 0.07301655 -0.13980968 -0.11814507 -0.31496936  1.6372521   0.1790164
  0.09070554  0.12436929  1.3322803  -1.727032  ]","[ 0.07301655 -0.13980968 -0.11814507 -0.31496936  1.6372521   0.1790164
  0.09070554  0.12436929  1.3322803  -1.727032  ]","[ 0.01825414 -0.03495242 -0.02953627 -0.07874234  0.40931302  0.0447541
  0.02267639  0.03109232  0.33307007 -0.431758  ]"
3,0.046875,"[ 2.9028466e-01  9.5694035e-01  9.5367432e-04 -2.4795532e-03
 -1.8501282e-02  5.7220459e-04 -8.9645386e-03 -6.6757202e-03
  7.0571899e-03  9.1362953e-02 -7.8201294e-03 -1.3351440e-03
 -6.5937045e-04 -6.5937045e-04 -2.1982193e-04 -2.1982193e-04
  2.1982193e-04 -6.5937045e-04 -6.5937045e-04 -6.5937045e-04
  6.5937045e-04 -2.1982193e-04  7.3016554e-02 -1.3980968e-01
 -1.1814507e-01 -3.1496936e-01  1.6372521e+00  1.7901640e-01
  9.0705544e-02  1.2436929e-01  1.3322803e+00 -1.7270319e+00]","[ 0.1700002  -0.13887914 -0.08876396 -0.27600336  1.7900397   0.1511033
  0.01857559  0.0966236   1.4117708  -1.8729208 ]","[ 0.1700002  -0.13887914 -0.08876396 -0.27600336  1.7900397   0.1511033
  0.01857559  0.0966236   1.4117708  -1.8729208 ]","[ 0.04250005 -0.03471978 -0.02219099 -0.06900084  0.4475099   0.03777583
  0.0046439   0.0241559   0.3529427  -0.4682302 ]"
4,0.0625,"[ 3.8268343e-01  9.2387950e-01  9.5367432e-04 -2.4795532e-03
 -1.8501282e-02  5.7220459e-04 -8.9645386e-03 -6.6757202e-03
  7.0571899e-03  9.1362953e-02 -7.8201294e-03 -1.3351440e-03
 -6.5937045e-04 -6.5937045e-04  2.1982193e-04 -6.5937045e-04
 -2.1982193e-04  2.1982193e-04  6.5937045e-04  2.1982193e-04
 -6.5937045e-04 -2.1982193e-04  1.7000020e-01 -1.3887914e-01
 -8.8763960e-02 -2.7600336e-01  1.7900397e+00  1.5110330e-01
  1.8575590e-02  9.6623600e-02  1.4117708e+00 -1.8729208e+00]","[ 0.20747489 -0.14940114 -0.22725448 -0.2545316   1.9554607   0.0363552
 -0.01010161  0.25250322  1.4891386  -2.0265012 ]","[ 0.20747489 -0.14940114 -0.22725448 -0.2545316   1.9554607   0.0363552
 -0.01010161  0.25250322  1.4891386  -2.0265012 ]","[ 0.05186872 -0.03735029 -0.05681362 -0.0636329   0.48886517  0.0090888
 -0.0025254   0.0631258   0.37228465 -0.5066253 ]"
5,0.078125,"[ 4.7139674e-01  8.8192129e-01  9.5367432e-04 -2.4795532e-03
 -1.8501282e-02  5.7220459e-04 -8.9645386e-03 -6.6757202e-03
  7.0571899e-03  9.1362953e-02 -7.8201294e-03 -1.3351440e-03
  2.1982193e-04 -2.1982193e-04  6.5937045e-04 -2.1982193e-04
 -2.1982193e-04 -2.1982193e-04  2.1982193e-04  2.1982193e-04
 -1.0989190e-03 -2.1982193e-04  2.0747489e-01 -1.4940114e-01
 -2.2725448e-01 -2.5453159e-01  1.9554607e+00  3.6355205e-02
 -1.0101613e-02  2.5250322e-01  1.4891386e+00 -2.0265012e+00]","[ 0.26944068 -0.10835072 -0.16286062 -0.21201919  2.1170022   0.10020889
 -0.01630212  0.21259893  1.5619078  -2.1829865 ]","[ 0.26944068 -0.10835072 -0.16286062 -0.21201919  2.1170022   0.10020889
 -0.01630212  0.21259893  1.5619078  -2.1829865 ]","[ 0.06736017 -0.02708768 -0.04071515 -0.0530048   0.52925056  0.02505222
 -0.00407553  0.05314973  0.39047694 -0.5457466 ]"
6,0.09375,"[ 5.55570245e-01  8.31469595e-01  9.53674316e-04 -2.47955322e-03
 -1.85012817e-02  5.72204590e-04 -8.96453857e-03 -6.67572021e-03
  7.05718994e-03  9.13629532e-02 -7.82012939e-03 -9.53674316e-04
 -2.19821930e-04 -6.59370446e-04 -6.59370446e-04 -2.19821930e-04
 -1.53846748e-03 -2.19821930e-04  2.19821930e-04  2.19821930e-04
  2.19821930e-04 -2.19821930e-04  2.69440681e-01 -1.08350724e-01
 -1.62860617e-01 -2.12019190e-01  2.11700225e+00  1.00208893e-01
 -1.63021199e-02  2.12598935e-01  1.56190777e+00 -2.18298650e+00]","[ 0.27138707 -0.13937019 -0.22348297 -0.17978565  2.1971838   0.03031576
 -0.02526105  0.28202307  1.6890624  -2.2614527 ]","[ 0.27138707 -0.13937019 -0.22348297 -0.17978565  2.1971838   0.03031576
 -0.02526105  0.28202307  1.6890624  -2.2614527 ]","[ 0.06784677 -0.03484255 -0.05587074 -0.04494641  0.54929596  0.00757894
 -0.00631526  0.07050577  0.4222656  -0.56536317]"
7,0.10937500000000001,"[ 6.3439327e-01  7.7301043e-01  9.5367432e-04 -2.4795532e-03
 -1.8501282e-02  5.7220459e-04 -8.9645386e-03 -6.6757202e-03
  7.0571899e-03  9.1362953e-02 -7.8201294e-03 -9.5367432e-04
  6.5937045e-04  2.1982193e-04 -2.1982193e-04 -2.1982193e-04
 -1.5384675e-03 -6.5937045e-04  2.1982193e-04 -2.1982193e-04
 -2.1982193e-04  2.1982193e-04  2.7138707e-01 -1.3937019e-01
 -2.2348297e-01 -1.7978565e-01  2.1971838e+00  3.0315757e-02
 -2.5261048e-02  2.8202307e-01  1.6890624e+00 -2.2614527e+00]","[ 0.36333543 -0.1394928  -0.2758926  -0.16337006  2.290251   -0.09244989
 -0.07415025  0.30398062  1.7822162  -2.369756  ]","[ 0.36333543 -0.1394928  -0.2758926  -0.16337006  2.290251   -0.09244989
 -0.07415025  0.30398062  1.7822162  -2.369756  ]","[ 0.09083386 -0.0348732  -0.06897315 -0.04084251  0.57256275 -0.02311247
 -0.01853756  0.07599515  0.44555405 -0.592439  ]"
8,0.125,"[ 7.0710677e-01  7.0710677e-01  9.5367432e-04 -2.4795532e-03
 -1.8501282e-02  5.7220459e-04 -8.9645386e-03 -6.6757202e-03
  7.0571899e-03  9.1362953e-02 -7.8201294e-03 -1.3351440e-03
 -6.5937045e-04 -6.5937045e-04  2.1982193e-04 -2.1982193e-04
 -1.0989190e-03 -6.5937045e-04  2.1982193e-04  2.1982193e-04
 -6.5937045e-04 -6.5937045e-04  3.6333543e-01 -1.3949279e-01
 -2.7589259e-01 -1.6337006e-01  2.2902510e+00 -9.2449889e-02
 -7.4150249e-02  3.0398062e-01  1.7822162e+00 -2.3697560e+00]","[ 0.3922227  -0.12587273 -0.25768074 -0.16877837  2.4319825  -0.14280038
 -0.06522465  0.32945862  1.8996476  -2.4956884 ]","[ 0.3922227  -0.12587273 -0.25768074 -0.16877837  2.4319825  -0.14280038
 -0.06522465  0.32945862  1.8996476  -2.4956884 ]","[ 0.09805568 -0.03146818 -0.06442019 -0.04219459  0.6079956  -0.03570009
 -0.01630616  0.08236466  0.4749119  -0.6239221 ]"
9,0.140625,"[ 7.7301043e-01  6.3439327e-01  9.5367432e-04 -2.4795532e-03
 -1.8501282e-02  5.7220459e-04 -8.9645386e-03 -6.6757202e-03
  7.0571899e-03  9.1362953e-02 -7.8201294e-03 -9.5367432e-04
  2.1982193e-04 -2.1982193e-04 -1.0989190e-03 -6.5937045e-04
  2.1982193e-04 -2.1982193e-04  6.5937045e-04  2.1982193e-04
  6.5937045e-04 -2.1982193e-04  3.9222270e-01 -1.2587273e-01
 -2.5768074e-01 -1.6877837e-01  2.4319825e+00 -1.4280038e-01
 -6.5224648e-02  3.2945862e-01  1.8996476e+00 -2.4956884e+00]","[ 0.36577696 -0.1573967  -0.16606922 -0.16662306  2.568087   -0.15780666
 -0.0588611   0.26818013  2.1139934  -2.6248987 ]","[ 0.36577696 -0.1573967  -0.16606922 -0.16662306  2.568087   -0.15780666
 -0.0588611   0.26818013  2.1139934  -2.6248987 ]","[ 0.09144424 -0.03934918 -0.04151731 -0.04165576  0.6420218  -0.03945167
 -0.01471528  0.06704503  0.52849835 -0.65622467]"
