step,phase,obs,action_scaled,smoothed_joint_pos
0,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
10,,"[-1.1781496e-01 -9.3654366e-05  3.1281536e-04 -2.4605128e-03
 -7.6697567e-03  7.6549761e-03 -9.9994123e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  3.5137483e-01  9.3623489e-01
 -1.2016296e-03  8.1756525e-04 -1.2533572e-03 -3.9216042e-02
  7.0168376e-02  4.7741890e-02 -2.4087219e-02 -1.3242492e-02
  3.9216042e-02 -7.2736859e-02  4.3964386e-03  4.3964386e-03
  4.3964386e-03  4.3964386e-03  3.7176844e-06  4.3964386e-03
 -1.3187408e-02 -4.3964386e-03 -4.3964386e-03 -1.5319735e-06]","[ 0.00507248 -0.01526181 -0.02406924  0.08606975 -0.13671055 -0.05657846
 -0.01808551  0.01906304 -0.09095357 -0.03493129]","[-0.19520753622055054, -0.029471924528479576, -0.027866991236805916, -0.33203125, 0.01238164585083723, 0.15839803218841553, 0.01001814566552639, 0.0232947189360857, 0.329242467880249, -0.14492543041706085]"
20,,"[-1.1778217e-01  5.2911404e-04  2.1943152e-03  2.2031292e-03
 -7.6732119e-03  7.6768082e-03 -9.9994099e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  6.5793872e-01  7.5307149e-01
 -1.2016296e-03  8.1756525e-04 -1.2533572e-03 -3.9216042e-02
  7.0168376e-02  4.7741890e-02 -2.4087219e-02 -1.3242492e-02
  3.9216042e-02 -7.2736859e-02  4.3964386e-03  4.3964386e-03
 -4.3964386e-03 -1.3187408e-02  4.5647030e-03 -2.1978378e-02
  4.3964386e-03 -4.3964386e-03  4.3964386e-03 -1.5319735e-06]","[ 0.00513798 -0.03216343 -0.02306684  0.08368554 -0.12878011 -0.06191629
 -0.01961403  0.02168329 -0.09177314 -0.03299496]","[-0.24522098898887634, -0.054150063544511795, -0.033501818776130676, -0.4149743616580963, 0.01677224412560463, 0.1903487592935562, 0.011169247329235077, 0.030157044529914856, 0.40827473998069763, -0.18467919528484344]"
30,,"[-1.1778976e-01  1.2676502e-03  4.6067964e-03  6.6284114e-04
 -7.6612579e-03  7.6470007e-03 -9.9994135e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  8.8059551e-01  4.7386867e-01
 -1.2016296e-03  8.1756525e-04 -1.2533572e-03 -3.9216042e-02
  7.0168376e-02  4.7741890e-02 -2.4087219e-02 -1.3242492e-02
  3.9216042e-02 -7.2736859e-02 -4.3964386e-03  4.3964386e-03
 -4.3964386e-03  4.3964386e-03 -3.7176844e-06 -4.3964386e-03
 -4.3964386e-03 -4.3964386e-03  4.3964386e-03 -1.5319735e-06]","[ 0.00676256 -0.04085374 -0.02100956  0.08220459 -0.1206727  -0.06319563
 -0.02285982  0.02878568 -0.08941921 -0.0264023 ]","[-0.24431945383548737, -0.06700112670660019, -0.032200440764427185, -0.41710737347602844, 0.025250421836972237, 0.18732425570487976, 0.00886734202504158, 0.034965630620718, 0.40921905636787415, -0.17998777329921722]"
40,,"[-1.1777000e-01 -2.0319822e-03  1.5643386e-04  3.0690220e-03
 -7.6701757e-03  7.6059876e-03 -9.9994171e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  9.9094975e-01  1.3423327e-01
 -1.2016296e-03  8.1756525e-04 -1.2533572e-03 -3.9216042e-02
  7.0168376e-02  4.7741890e-02 -2.4087219e-02 -1.3242492e-02
  3.9216042e-02 -7.2736859e-02 -4.3964386e-03 -4.3964386e-03
 -1.3187408e-02 -4.3964386e-03 -2.2772697e-03 -1.3187408e-02
  1.3187408e-02 -1.3187408e-02  4.3964386e-03 -2.2768725e-03]","[ 0.0093872  -0.04098609 -0.015415    0.08321451 -0.11724169 -0.0629124
 -0.02805296  0.03945493 -0.0862307  -0.01755023]","[-0.24220198392868042, -0.07131864875555038, -0.028364138677716255, -0.41744276881217957, 0.03128364682197571, 0.18682792782783508, 0.004788578487932682, 0.043863847851753235, 0.4121023714542389, -0.17224524915218353]"
50,,"[-1.1772457e-01 -1.1764392e-03  4.8836059e-04 -3.7417763e-03
 -7.7076987e-03  7.6458980e-03 -9.9994087e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  9.7492790e-01 -2.2252093e-01
 -1.2016296e-03  8.1756525e-04 -1.2533572e-03 -3.9216042e-02
  7.0168376e-02  4.7741890e-02 -2.4087219e-02 -1.3242492e-02
  3.9216042e-02 -7.2736859e-02 -4.3964386e-03 -1.3187408e-02
 -4.3964386e-03  4.3964386e-03 -4.5424001e-03 -2.1978378e-02
 -4.3964386e-03 -1.3187408e-02 -2.1978378e-02 -2.2743023e-03]","[ 0.01251099 -0.03355611 -0.00910193  0.08580322 -0.11820898 -0.06186186
 -0.03456023  0.05086423 -0.08312526 -0.00969446]","[-0.23920921981334686, -0.06765341758728027, -0.022316824644804, -0.41565731167793274, 0.032804377377033234, 0.18751263618469238, -0.0012128014350309968, 0.05512520670890808, 0.41534554958343506, -0.16343076527118683]"
60,,"[-1.1774710e-01  3.6370917e-04  1.3508324e-03 -3.3416948e-03
 -7.7356235e-03  7.6916912e-03 -9.9994051e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  8.3457327e-01 -5.5089700e-01
 -1.2016296e-03  8.1756525e-04 -1.2533572e-03 -3.9216042e-02
  7.0168376e-02  4.7741890e-02 -2.4087219e-02 -1.3242492e-02
  3.9216042e-02 -7.2736859e-02 -1.3187408e-02 -4.3964386e-03
  4.3964386e-03  4.3964386e-03 -2.2619073e-03  1.3187408e-02
 -4.3964386e-03 -4.3964386e-03 -1.3187408e-02  2.2707453e-03]","[ 0.01824084 -0.02058123 -0.00658157  0.09059498 -0.1239318  -0.05726969
 -0.04083712  0.06312218 -0.07822016 -0.00240788]","[-0.23469425737857819, -0.05749210715293884, -0.017463479191064835, -0.411864697933197, 0.02936040610074997, 0.19023586809635162, -0.0081127705052495, 0.06706353276968002, 0.419195294380188, -0.1556587815284729]"
70,,"[-1.1766934e-01 -6.2385973e-02 -2.1145967e-01  1.4388355e-02
 -1.0132928e-02  8.0427984e-03 -9.9991643e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  5.8778524e-01 -8.0901700e-01
 -1.2016296e-03  8.1756525e-04 -1.2533572e-03 -3.9216042e-02
  7.0168376e-02  4.7741890e-02 -2.4087219e-02 -1.3242492e-02
  3.9216042e-02 -7.2736859e-02 -4.3964386e-03 -4.3964386e-03
  4.3964386e-03 -4.3964386e-03 -2.2693411e-03  4.3964386e-03
 -4.3964386e-03 -4.3964386e-03 -4.3964386e-03 -1.5319735e-06]","[ 0.01585084 -0.00018488 -0.01584393  0.10036638 -0.1382864  -0.03757599
 -0.03293967  0.07645833 -0.07159591  0.00133058]","[-0.23045454919338226, -0.04137963801622391, -0.020014137029647827, -0.4057091176509857, 0.02041873335838318, 0.20042377710342407, -0.008837043307721615, 0.07952289283275604, 0.42545852065086365, -0.15005028247833252]"
80,,"[-0.10067235  0.03243061 -0.04369327  0.55734646 -0.02007664  0.01430602
 -0.999696    0.2         0.          0.          0.26603684 -0.96396285
  0.02702713 -0.0052869  -0.00163483 -0.00411987  0.05240481 -0.00986099
 -0.02790192  0.03558659 -0.01228333 -0.06611453  0.75164795 -0.18901062
  0.10109901  0.99780273 -0.40649825 -0.96263695 -0.1362629   0.92747307
 -1.4021969   0.29890308]","[ 0.03883116  0.02918237 -0.03887349  0.06061833 -0.10788871 -0.02148807
  0.00486573  0.05524826 -0.06281652  0.02130342]","[-0.21889276802539825, -0.013464361429214478, -0.03761494904756546, -0.41225945949554443, 0.019722236320376396, 0.2219228595495224, 0.01448780670762062, 0.07989303767681122, 0.43370193243026733, -0.13621608912944794]"
90,,"[-0.06908058  0.1359421   0.14712448  0.6222245  -0.01485496  0.01116032
 -0.99982727  0.2         0.          0.         -0.08963931 -0.9959743
  0.04114246 -0.00108978  0.0143869   0.02639771  0.03479339 -0.03847218
 -0.02599457  0.06381535 -0.04699802 -0.05788034  0.03956032  0.03956032
  0.04835129  0.3736267  -0.37036392  0.02197838  0.02197838  0.04835129
 -0.20659256  0.02519994]","[ 0.02665802  0.03744694 -0.03170211 -0.0067311   0.01865473 -0.02338354
  0.04978058  0.03090196 -0.07159848  0.05508516]","[-0.21602948009967804, 0.002637074561789632, -0.04255983605980873, -0.4733346402645111, 0.09774886816740036, 0.22677473723888397, 0.058932382613420486, 0.051983822137117386, 0.43406784534454346, -0.11083090305328369]"
