step,phase,obs,action_raw,action_clipped,action_scaled
0,0.0,"[ 0.0000000e+00  1.0000000e+00 -2.9945374e-02  8.2015991e-03
 -6.5937045e-04 -2.1982193e-04  0.0000000e+00  0.0000000e+00]",[ 0.00620111 -0.17245427],[ 0.00620111 -0.17245427],[ 0.00155028 -0.04311357]
1,0.0078125,"[ 4.9067676e-02  9.9879545e-01 -2.9945374e-02  8.2015991e-03
  2.1982193e-04 -2.1982193e-04  6.2011052e-03 -1.7245427e-01]",[-0.0848436  -0.17257813],[-0.0848436  -0.17257813],[-0.0212109  -0.04314453]
2,0.015625,"[ 9.8017141e-02  9.9518472e-01 -2.9945374e-02  8.2015991e-03
 -2.1982193e-04 -2.1982193e-04 -8.4843598e-02 -1.7257813e-01]",[-0.12836578 -0.2604809 ],[-0.12836578 -0.2604809 ],[-0.03209145 -0.06512023]
3,0.0234375,"[ 1.4673047e-01  9.8917651e-01 -2.9945374e-02  8.2015991e-03
 -6.5937045e-04 -2.1982193e-04 -1.2836578e-01 -2.6048091e-01]",[-0.11932801 -0.36998826],[-0.11932801 -0.36998826],[-0.029832   -0.09249707]
4,0.03125,"[ 1.9509032e-01  9.8078525e-01 -2.9945374e-02  8.2015991e-03
  1.0989190e-03  2.1982193e-04 -1.1932801e-01 -3.6998826e-01]",[-0.11154541 -0.49860778],[-0.11154541 -0.49860778],[-0.02788635 -0.12465195]
5,0.0390625,"[ 2.42980182e-01  9.70031261e-01 -2.99453735e-02  8.20159912e-03
 -2.19821930e-04 -2.19821930e-04 -1.11545414e-01 -4.98607785e-01]",[-0.03346648 -0.62169015],[-0.03346648 -0.62169015],[-0.00836662 -0.15542254]
6,0.046875,"[ 2.9028466e-01  9.5694035e-01 -2.9945374e-02  8.2015991e-03
  2.1982193e-04 -2.1982193e-04 -3.3466481e-02 -6.2169015e-01]",[ 0.12156596 -0.7942613 ],[ 0.12156596 -0.7942613 ],[ 0.03039149 -0.19856532]
7,0.05468750000000001,"[ 3.3688986e-01  9.4154406e-01 -2.9945374e-02  8.2015991e-03
 -6.5937045e-04 -2.1982193e-04  1.2156596e-01 -7.9426128e-01]",[ 0.21723783 -0.90874314],[ 0.21723783 -0.90874314],[ 0.05430946 -0.22718579]
8,0.0625,"[ 3.8268343e-01  9.2387950e-01 -2.9945374e-02  8.2015991e-03
  2.1982193e-04 -2.1982193e-04  2.1723783e-01 -9.0874314e-01]",[ 0.29290202 -0.9767057 ],[ 0.29290202 -0.9767057 ],[ 0.07322551 -0.24417642]
9,0.0703125,"[ 4.2755508e-01  9.0398932e-01 -2.9945374e-02  8.2015991e-03
  2.1982193e-04 -2.1982193e-04  2.9290202e-01 -9.7670567e-01]",[ 0.3467531 -1.0679774],[ 0.3467531 -1.0679774],[ 0.08668827 -0.26699436]
