step,phase,obs,action_scaled,smoothed_joint_pos
130,,"[ 0.22616678  0.24707292 -0.5739938   1.7134981   0.08552165  0.03304207
 -0.9957882   0.2         0.          0.         -0.8805955  -0.47386867
 -0.19016552  0.20313549 -0.06198978 -0.27904892  0.1380228   0.127985
  0.17681408  0.43430996  0.35687065 -0.24512568  0.312088    0.00439644
  0.47032928 -0.6725273   1.4448731  -0.98901176 -0.14505577  1.1208782
  0.03956032  0.31813508]","[ 0.15576345 -0.00820397 -0.10529722 -0.170226    0.4511152  -0.16570878
 -0.05876454  0.38675517 -0.3327369   0.09999803]","[-0.0457480251789093, 0.03896227478981018, -0.1484808623790741, -0.6951923966407776, 0.6501891016960144, 0.024304276332259178, -0.04506291076540947, 0.4510786235332489, 0.17710258066654205, -0.11396857351064682]"
140,,"[ 0.3509805  -0.20109794 -0.41197613  0.32306477  0.03469519  0.02827616
 -0.9989978   0.2         0.          0.         -0.95105654  0.309017
 -0.17452526  0.14858437 -0.10738564 -0.39311028  0.21622333  0.01659393
  0.15735912  0.48886108  0.35534477 -0.2590026  -0.32087898 -1.1208782
 -1.9472523  -1.806593    0.614195   -0.54065895 -0.56703377 -0.23296738
 -0.18021965 -0.15977065]","[ 0.09523212 -0.06973945 -0.05170868  0.00994463  0.24437013 -0.17415857
  0.06138372  0.17332503 -0.2696782   0.2635153 ]","[-0.13085559010505676, -0.12011987715959549, -0.06465112417936325, -0.5260705351829529, 0.4401760995388031, 0.05756387859582901, 0.043345823884010315, 0.21772894263267517, 0.22724148631095886, 0.05087112635374069]"
150,,"[ 0.26946634 -0.35394084 -0.00465994 -1.6537986   0.010701    0.05711295
 -0.99831045  0.2         0.          0.         -0.43388373  0.90096885
 -0.18902111  0.06618595 -0.13065529 -0.514801    0.29669997 -0.03299809
  0.09174442  0.36488152  0.32864094 -0.26006436 -0.0747261  -0.8835163
  0.08351707 -0.96263695  0.53599477 -0.02197838 -0.6197796  -3.248352
 -0.23296738  0.12070438]","[ 0.01440176  0.06331635  0.0730124   0.24315386  0.03693878 -0.2949356
  0.00812448  0.32331628 -0.17853889  0.30941767]","[-0.2443433552980423, 0.008046338334679604, 0.004353015683591366, -0.2970799505710602, 0.21536049246788025, -0.03821560740470886, 0.06680209189653397, 0.3211338520050049, 0.3067452609539032, 0.16866034269332886]"
160,,"[ 0.10023486 -0.18164453  0.2702339  -1.2885487   0.00770704  0.08411917
 -0.99642587  0.2         0.          0.          0.35137483  0.9362349
 -0.19321728  0.00591278 -0.11730385 -0.55943394  0.32911307 -0.03681278
  0.03833866  0.18749523  0.30117512 -0.22968243  0.02197838 -0.2857151
  0.47032928  0.03076935 -0.00859314 -0.03076935 -0.69010925  1.164835
 -0.30329704  0.372393  ]","[ 0.19091159  0.10832154  0.20208658  0.24466418 -0.31082067 -0.4184713
 -0.1207623   0.23274729 -0.18561131  0.3298424 ]","[-0.11130630970001221, 0.07614216953516006, 0.14930510520935059, -0.25657373666763306, -0.12927106022834778, -0.1294652223587036, -0.06368419528007507, 0.25376400351524353, 0.31684473156929016, 0.1618068963289261]"
170,,"[ 6.2914476e-02  2.1679857e-01  2.4590020e-01  4.4391745e-01
  3.1079920e-02  8.2669795e-02 -9.9609232e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  9.1952777e-01  3.9302504e-01
 -1.9130993e-01  1.9073486e-04 -5.3978920e-02 -5.3845310e-01
  2.7604151e-01 -3.4142494e-02 -7.4386597e-03  3.2139301e-01
  2.6836777e-01 -1.9668914e-01  1.8021965e-01  8.3517075e-02
  2.1406593e+00  5.0549507e-01 -9.9915236e-01 -5.7142258e-02
  1.9780159e-01 -1.2747192e-01 -3.2087898e-01  4.1022298e-01]","[ 0.25934333 -0.00832626  0.2736851   0.16601683 -0.3384053  -0.36736387
 -0.2353302  -0.10804696 -0.17682087  0.5197214 ]","[0.01638420857489109, -0.02407894842326641, 0.27103015780448914, -0.31997427344322205, -0.19004754722118378, -0.1198204904794693, -0.18634909391403198, -0.024637162685394287, 0.32457587122917175, 0.3658575415611267]"
180,,"[ 0.11464473 -0.18397573  0.19264115  0.34303132  0.060076    0.07542037
 -0.99534035  0.2         0.          0.          0.91952777 -0.39302504
 -0.16117382  0.0207901   0.23060226 -0.4602499   0.22259006 -0.03185368
  0.01773834  0.16155529  0.22831345 -0.1477971   0.29450607 -0.08351707
  2.2461548   0.77802277 -0.5847892   0.09230804  0.20659256 -4.558242
 -0.4087906   0.7509317 ]","[ 0.20973757  0.10897981  0.3785594   0.255172   -0.39956206 -0.3539843
 -0.2212669  -0.12904185 -0.16012105  0.23415026]","[-0.03311800956726074, 0.034225381910800934, 0.36500656604766846, -0.26785531640052795, -0.2365364134311676, -0.1258571892976761, -0.19709248840808868, -0.13782572746276855, 0.33876833319664, 0.1543140411376953]"
190,,"[ 0.1297741  -0.06316081  0.03527157  0.24967934  0.07178445  0.0948994
 -0.99289525  0.2         0.          0.          0.35137483 -0.9362349
 -0.14362526  0.0043869   0.321393   -0.39311028  0.18444535 -0.02574921
  0.03147221 -0.12035561  0.20313549 -0.07403974  0.03076935 -0.03956032
  0.62857056  0.54065895 -0.32269004  0.00439644  0.10988998 -1.2439556
 -0.00439644  0.46810797]","[ 0.15123221  0.31185862  0.00681417  0.18791136 -0.33320135 -0.18504637
 -0.04696239  0.15985405 -0.21347874 -0.05782976]","[-0.1060430109500885, 0.23553919792175293, 0.11707079410552979, -0.2507789731025696, -0.23730698227882385, 0.0349380187690258, -0.07210599631071091, 0.10746512562036514, 0.30132749676704407, -0.18066060543060303]"
200,,"[ 0.18952723  0.92757535  0.1189259   0.885347    0.08409955  0.05872677
 -0.99472535  0.2         0.          0.         -0.43388373 -0.90096885
 -0.14705849  0.03681278  0.28400898 -0.34466362  0.14203508 -0.02231598
  0.06694889 -0.01316071  0.21953964 -0.10328047 -0.06593323  0.93626404
 -2.7472525   0.38241768 -0.2683583   0.0747261   0.81318665  3.23077
  0.32087898 -0.8502458 ]","[-0.04343814  0.09144041 -0.36244267 -0.28530484  0.269167   -0.20064986
  0.25805482  0.08984923 -0.2925306   0.04037976]","[-0.27474960684776306, 0.15892964601516724, -0.4006192088127136, -0.7900969386100769, 0.4388246238231659, 0.05456722900271416, 0.2890417277812958, 0.17015619575977325, 0.21413320302963257, -0.21201808750629425]"
210,,"[ 2.55144328e-01 -1.39524341e-01 -5.03079109e-02  2.68658698e-01
  1.03166670e-01 -3.12625170e-02 -9.94172573e-01  2.00000003e-01
  0.00000000e+00  0.00000000e+00 -9.51056540e-01 -3.09017003e-01
 -1.83680534e-01  1.54306412e-01 -1.22644424e-01 -3.72510910e-01
  1.80035293e-01 -1.12533569e-02  2.01609612e-01  2.34035492e-01
  2.29839325e-01 -2.73771614e-01 -7.78022766e-01  4.39643860e-03
 -1.00000000e+01 -1.34945107e+00  1.62312555e+00  7.47261047e-02
  1.25274658e+00  2.41758347e-01 -1.09889984e-01 -2.02588630e+00]","[ 0.16491935 -0.19170652  0.11403164 -0.04440657  0.1211094  -0.25306594
  0.02959954  0.1536293  -0.28857452  0.13443762]","[-0.18229562044143677, -0.19537748396396637, -0.03864703327417374, -0.5675387382507324, 0.2868836522102356, 0.002821630332618952, 0.21661823987960815, 0.14930477738380432, 0.1821078509092331, 0.09718489646911621]"
220,,"[ 0.24619642 -0.74476737 -0.14513327 -0.3056656   0.08732739  0.01806238
 -0.996016    0.2         0.          0.         -0.8805955   0.47386867
 -0.20580578  0.09174442 -0.44918728 -0.50450134  0.2882456  -0.01811981
  0.20847607  0.21992111  0.2706566  -0.2733635  -0.17142868 -0.312088
  6.3076916  -0.7956047   0.66721547 -0.35604477 -0.62857056 -0.39120865
 -0.14505577  0.62492883]","[ 0.0029287   0.04718259  0.16486338  0.20997418  0.11015994 -0.24620849
  0.26751485 -0.10307489 -0.18281981 -0.00468075]","[-0.23392966389656067, -0.008595149032771587, 0.1565820723772049, -0.326443076133728, 0.24636080861091614, 0.006451934576034546, 0.2708485424518585, -0.15613225102424622, 0.31404200196266174, -0.13629712164402008]"
