step,phase,obs,action_scaled,smoothed_joint_pos
0,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
10,0.0625,"[ 3.8268343e-01  9.2387950e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -2.3326874e-02  3.8693231e-03  6.3760374e-03
 -6.9733620e-02  7.1187437e-02  2.7510828e-01  6.4526558e-02
 -2.5231628e-02 -1.7057190e-02  7.4311256e-02 -6.8342119e-02
 -2.6187634e-01 -1.7166138e-03 -2.0980835e-03 -1.8139172e-01
  5.5886269e-02 -9.5367432e-04  2.1705627e-02  1.0051918e-01
  6.3134193e-02  3.5668373e-02  2.9029846e-02  6.5937045e-04
  2.1982193e-04 -2.1982193e-04  2.1982193e-04  1.0533095e-07
  1.7366424e-04 -6.5937045e-04 -1.0989190e-03 -6.5937045e-04
 -1.0989190e-03 -1.8600272e-07 -1.7441175e-04 -1.0989190e-03
 -2.1982193e-04 -2.1982193e-04 -2.1982193e-04  2.1982193e-04
  2.1982193e-04 -6.5937045e-04 -2.1982193e-04 -6.5937045e-04
 -2.1982193e-04  1.5242255e-01  1.5120876e-01 -6.9368184e-03
 -1.5915733e-02 -2.3775096e-01  3.0096674e-01  4.0955168e-01
  3.3263999e-01  1.7719625e-01  1.8755684e-02 -2.6496020e-01
  4.4711599e-01 -9.3715757e-02 -1.5527535e-02 -1.8178783e-01
 -1.8752317e-01 -1.7737603e-01 -6.7646909e-01 -5.8917862e-01
 -1.6686487e-01  3.5746645e-02  9.4601057e-02  2.7080529e-04
  1.6821658e-03 -4.9410271e-04  1.1496451e-01  1.4828168e-02
 -9.9325895e-01]","[ 0.01784516  0.107548   -0.04063753 -0.01094613 -0.06602283  0.03562636
  0.10861048  0.05472387 -0.00202567  0.01390493 -0.03124621  0.07804818
  0.01816035  0.0028211  -0.04060117 -0.02401059  0.01693894 -0.16656888
 -0.03408159  0.00431564 -0.02117451  0.02300081]","[-0.17619983851909637, 0.032422639429569244, -0.024424491450190544, -0.40668147802352905, 0.17147597670555115, -0.16716954112052917, 0.2807497978210449, 0.08218786120414734, 0.021802673116326332, 0.4044386148452759, -0.25810375809669495, 0.2904425263404846, -0.0009622942889109254, -0.0006768981111235917, -0.02796342596411705, -0.028971558436751366, -0.010147804394364357, -0.9220197796821594, -0.06173795834183693, -0.013910130597651005, -0.005965643562376499, 0.827532172203064]"
20,0.140625,"[ 7.73010433e-01  6.34393275e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -2.33268738e-02  3.86932306e-03  6.37603737e-03
 -7.01150894e-02  7.12762773e-02  2.75259286e-01  6.45265579e-02
 -2.52316277e-02 -1.70571897e-02  7.43112564e-02 -6.83421195e-02
 -2.61876345e-01 -1.71661377e-03 -2.09808350e-03 -1.81391716e-01
  5.58862686e-02 -9.53674316e-04  2.17056274e-02  1.00519180e-01
  6.27527237e-02  3.56683731e-02  2.90298462e-02 -6.59370446e-04
 -2.19821930e-04 -2.19821930e-04 -6.59370446e-04  1.02443933e-04
  3.47636698e-04 -1.09891896e-03 -1.53846748e-03 -2.19821930e-04
 -6.59370446e-04  1.86002723e-07  1.74411747e-04 -2.19821930e-04
  6.59370446e-04  2.19821930e-04 -2.19821930e-04 -2.19821930e-04
 -2.19821930e-04 -2.19821930e-04 -6.59370446e-04 -6.59370446e-04
  2.19821930e-04  8.47589374e-02  3.66231024e-01 -8.05687234e-02
 -2.87308916e-02 -1.43743351e-01  1.47627488e-01  5.30095637e-01
  2.70833850e-01  1.06791988e-01  8.14780891e-02 -4.24402118e-01
  4.65877235e-01 -8.60423893e-02 -3.11890356e-02 -3.33374888e-01
 -9.13577899e-02 -1.08442113e-01 -1.01424742e+00 -6.56879425e-01
 -1.80311278e-01  7.10936934e-02  3.10254917e-02 -1.38299889e-03
 -1.05791388e-03  2.09125355e-04  1.14951655e-01  1.48169063e-02
 -9.93260503e-01]","[ 9.0667186e-03  1.2170188e-01 -4.9254052e-02 -1.2582915e-02
 -3.3553489e-02  1.9279793e-02  1.3600799e-01  6.7448840e-02
  4.6571363e-03  2.4337618e-02 -9.0249442e-02  9.8315410e-02
  1.4889108e-02  5.8866050e-03 -6.1698567e-02 -3.8387384e-02
  7.1809143e-03 -2.4431074e-01 -8.8770069e-02 -2.7996162e-03
 -2.0249929e-02 -1.7888099e-04]","[-0.23223619163036346, 0.07151200622320175, -0.04369225353002548, -0.5098029375076294, 0.24334025382995605, -0.23694458603858948, 0.3749969005584717, 0.09579882770776749, 0.022712871432304382, 0.5194611549377441, -0.3660954535007477, 0.36941662430763245, 0.0009701680392026901, -0.000379636709112674, -0.062481705099344254, -0.03008304163813591, -0.005179790314286947, -1.2212674617767334, -0.10339619219303131, -0.017818255349993706, -0.005831452552229166, 1.0093252658843994]"
30,0.21875000000000003,"[ 9.80785251e-01  1.95090324e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -2.33268738e-02  3.86932306e-03  6.37603737e-03
 -6.97336197e-02  7.11874366e-02  2.75108278e-01  6.45265579e-02
 -2.52316277e-02 -1.70571897e-02  7.43112564e-02 -6.83421195e-02
 -2.61876345e-01 -1.71661377e-03 -2.09808350e-03 -1.81391716e-01
  5.58862686e-02 -9.53674316e-04  2.17056274e-02  1.00519180e-01
  6.27527237e-02  3.56683731e-02  2.90298462e-02 -2.19821930e-04
 -2.19821930e-04 -6.59370446e-04 -2.19821930e-04 -1.05330876e-07
 -1.73664244e-04 -2.19821930e-04 -6.59370446e-04 -6.59370446e-04
  2.19821930e-04 -2.05006247e-04  1.74238914e-04 -2.19821930e-04
 -2.19821930e-04 -6.59370446e-04 -1.09891896e-03 -2.19821930e-04
 -6.59370446e-04 -6.59370446e-04 -2.19821930e-04 -6.59370446e-04
 -2.19821930e-04  4.61285301e-02  4.61964846e-01 -1.37350500e-01
 -3.88408154e-02 -9.44602191e-02  3.87982950e-02  5.61526358e-01
  2.59479702e-01  7.99624696e-02  1.01683721e-01 -5.12692809e-01
  4.89922583e-01 -8.06675926e-02 -2.57162899e-02 -3.81933302e-01
 -8.49071369e-02 -6.39479160e-02 -1.17345822e+00 -6.60926282e-01
 -1.57289237e-01  6.22697771e-02 -1.32189095e-02 -1.68675603e-03
  1.16252888e-03 -8.36379186e-04  1.14987873e-01  1.47773176e-02
 -9.93256927e-01]","[ 0.00355535  0.1309093  -0.05464763 -0.01328508 -0.02383513 -0.00435953
  0.13875756  0.06719844  0.00342751  0.0274027  -0.11461284  0.10787573
  0.00997399  0.0056824  -0.06944866 -0.03712515  0.00162304 -0.2774664
 -0.11465248 -0.01139792 -0.01459871 -0.00954463]","[-0.24128857254981995, 0.09122221916913986, -0.054220929741859436, -0.511719822883606, 0.26260828971862793, -0.2602247893810272, 0.38893845677375793, 0.09682189673185349, 0.020720602944493294, 0.5259981155395508, -0.4019039273262024, 0.380859911441803, -0.00065701047424227, 0.0007132949540391564, -0.07786622643470764, -0.03129442781209946, -0.0045875911600887775, -1.2743638753890991, -0.12877091765403748, -0.020598918199539185, -0.003839086974039674, 0.9962317943572998]"
40,0.296875,"[ 9.5694035e-01 -2.9028466e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -2.3326874e-02  3.8693231e-03  6.3760374e-03
 -7.0115089e-02  7.1276277e-02  2.7525929e-01  6.4526558e-02
 -2.5231628e-02 -1.7057190e-02  7.4311256e-02 -6.8342119e-02
 -2.6187634e-01 -1.7166138e-03 -2.0980835e-03 -1.8139172e-01
  5.5886269e-02 -9.5367432e-04  2.1705627e-02  1.0051918e-01
  6.2752724e-02  3.5668373e-02  2.9029846e-02  2.1982193e-04
 -6.5937045e-04 -6.5937045e-04 -2.1982193e-04 -2.0424787e-04
  5.2006636e-04 -6.5937045e-04 -6.5937045e-04 -6.5937045e-04
 -6.5937045e-04 -1.8600272e-07 -1.7441175e-04 -6.5937045e-04
 -2.1982193e-04 -6.5937045e-04 -6.5937045e-04 -6.5937045e-04
  2.1982193e-04 -2.1982193e-04 -2.1982193e-04 -1.0989190e-03
  2.1982193e-04  3.1226700e-02  4.7209191e-01 -1.6907299e-01
 -3.6861002e-02 -1.3166660e-01 -7.8788206e-02  4.8680812e-01
  2.5563926e-01  4.9769513e-02  8.8417590e-02 -4.7672430e-01
  4.7860762e-01 -7.5437576e-02 -2.0333320e-02 -3.3185932e-01
 -9.6515134e-02 -4.7415622e-02 -1.0952497e+00 -5.8036667e-01
 -1.4144132e-01  4.2760059e-02 -3.9781958e-02  1.6578359e-03
 -8.8512630e-04  2.7437448e-03  1.1499334e-01  1.4794961e-02
 -9.9325609e-01]","[ 0.00432691  0.12182263 -0.05447695 -0.01121733 -0.03723967 -0.02899107
  0.11591277  0.06768085  0.00129648  0.02140184 -0.10529707  0.11126516
  0.00252619  0.00486629 -0.059543   -0.03431301 -0.00322802 -0.25447056
 -0.11263308 -0.01955824 -0.01110251 -0.01440023]","[-0.24443590641021729, 0.09357879310846329, -0.059287261217832565, -0.5111162662506104, 0.2603130638599396, -0.28610795736312866, 0.37722277641296387, 0.09584808349609375, 0.01713448204100132, 0.5240406394004822, -0.4059985280036926, 0.3840591013431549, -0.004073533695191145, 0.0010238814866170287, -0.07364402711391449, -0.030827650800347328, -0.0055186147801578045, -1.272843599319458, -0.12903335690498352, -0.023870564997196198, -0.002812305698171258, 0.9888805747032166]"
50,0.375,"[ 7.07106769e-01 -7.07106769e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -2.33268738e-02  3.86932306e-03  6.37603737e-03
 -6.97336197e-02  7.12762773e-02  2.75259286e-01  6.45265579e-02
 -2.52316277e-02 -1.70571897e-02  7.43112564e-02 -6.83421195e-02
 -2.61876345e-01 -1.71661377e-03 -2.09808350e-03 -1.81391716e-01
  5.58862686e-02 -9.53674316e-04  2.17056274e-02  1.00519180e-01
  6.27527237e-02  3.56683731e-02  2.90298462e-02 -2.19821930e-04
 -2.19821930e-04 -2.19821930e-04  6.59370446e-04 -1.02078215e-04
  3.46853922e-04 -6.59370446e-04 -6.59370446e-04 -2.19821930e-04
 -2.19821930e-04 -3.07777169e-04 -2.02486035e-07  2.19821930e-04
  2.19821930e-04 -1.09891896e-03 -2.19821930e-04  2.19821930e-04
 -2.19821930e-04 -2.19821930e-04 -6.59370446e-04 -2.19821930e-04
 -2.19821930e-04  3.59009616e-02  3.98318350e-01 -1.70809120e-01
 -3.09762768e-02 -2.55221069e-01 -1.70202002e-01  3.25581372e-01
  2.63611019e-01  1.91522837e-02  4.80483621e-02 -3.14602852e-01
  4.43201184e-01 -7.66709596e-02 -1.99842788e-02 -1.99013606e-01
 -1.12045810e-01 -5.06389625e-02 -8.16225529e-01 -4.21543807e-01
 -1.33710340e-01  2.17503794e-02 -1.56007484e-02 -2.40433076e-03
 -1.20928627e-03 -1.64855074e-03  1.14979573e-01  1.48252659e-02
 -9.93257165e-01]","[ 0.00891113  0.09446065 -0.04863032 -0.00913839 -0.07121236 -0.0452836
  0.07348104  0.06849113 -0.00123593  0.00970755 -0.06259855  0.1061979
 -0.00492587  0.00498264 -0.03033705 -0.03195078 -0.00925106 -0.18397748
 -0.08373469 -0.02614102 -0.01029053 -0.00609804]","[-0.2424960434436798, 0.07658663392066956, -0.05815199017524719, -0.5090240240097046, 0.23594532907009125, -0.30821967124938965, 0.3426400125026703, 0.09668774157762527, 0.012763168662786484, 0.514655590057373, -0.37716537714004517, 0.38056331872940063, -0.008575266227126122, 0.0010475562885403633, -0.04976431652903557, -0.030652601271867752, -0.00884626992046833, -1.2188671827316284, -0.10471152514219284, -0.027364451438188553, -0.0037332260981202126, 0.9911568760871887]"
60,0.45312499999999994,"[ 2.90284663e-01 -9.56940353e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -2.33268738e-02  3.86932306e-03  6.37603737e-03
 -7.01150894e-02  7.12762773e-02  2.75259286e-01  6.45265579e-02
 -2.52316277e-02 -1.70571897e-02  7.43112564e-02 -6.83421195e-02
 -2.61876345e-01 -1.71661377e-03 -2.09808350e-03 -1.81391716e-01
  5.58862686e-02 -9.53674316e-04  2.17056274e-02  1.00519180e-01
  6.27527237e-02  3.56683731e-02  2.90298462e-02 -2.19821930e-04
 -2.19821930e-04 -6.59370446e-04 -2.19821930e-04 -2.04452925e-04
  1.72820961e-04 -2.19821930e-04 -6.59370446e-04 -1.09891896e-03
 -2.19821930e-04 -1.02607235e-04 -6.75051055e-08 -2.19821930e-04
  2.19821930e-04 -2.19821930e-04 -2.19821930e-04 -2.19821930e-04
 -6.59370446e-04 -2.19821930e-04  2.19821930e-04 -6.59370446e-04
  2.19821930e-04  3.40713225e-02  2.67129660e-01 -1.48614198e-01
 -4.07217257e-02 -4.14230943e-01 -1.91632733e-01  1.24206409e-01
  2.62601852e-01 -6.87464327e-03 -2.81727687e-03 -6.16114177e-02
  3.79875749e-01 -7.49066249e-02 -1.71547011e-02 -3.66424397e-03
 -1.23162299e-01 -5.89819029e-02 -4.24944967e-01 -1.95242852e-01
 -1.13237023e-01  2.89039686e-03  1.05069585e-01  1.63013756e-04
  1.31250499e-03 -2.14576023e-03  1.14949755e-01  1.48136877e-02
 -9.93260741e-01]","[ 0.00828191  0.05513057 -0.0385132  -0.01241267 -0.11047585 -0.04196997
  0.02340598  0.06618498 -0.0030268  -0.00326446  0.00100081  0.09296564
 -0.01009061  0.00679203  0.01630262 -0.03049758 -0.01553183 -0.09113123
 -0.03588111 -0.02885908 -0.01022383  0.03019195]","[-0.241066575050354, 0.04389308765530586, -0.05149627476930618, -0.509867250919342, 0.1977865844964981, -0.3156242072582245, 0.294698566198349, 0.09611520171165466, 0.00892648659646511, 0.5020145773887634, -0.3205147087574005, 0.36918285489082336, -0.012268712744116783, 0.001921765855513513, -0.007858158089220524, -0.03077620081603527, -0.013493922539055347, -1.1307780742645264, -0.05960286781191826, -0.02867594175040722, -0.0056213089264929295, 1.0147526264190674]"
70,0.53125,"[-1.95090324e-01 -9.80785251e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -2.33268738e-02  3.86932306e-03  6.37603737e-03
 -6.97336197e-02  7.12762773e-02  2.75259286e-01  6.45265579e-02
 -2.52316277e-02 -1.70571897e-02  7.43112564e-02 -6.83421195e-02
 -2.61876345e-01 -1.71661377e-03 -2.09808350e-03 -1.81391716e-01
  5.58862686e-02 -9.53674316e-04  2.17056274e-02  1.00519180e-01
  6.27527237e-02  3.56683731e-02  2.90298462e-02 -6.59370446e-04
 -6.59370446e-04 -6.59370446e-04  2.19821930e-04 -2.04452925e-04
  1.72820961e-04 -2.19821930e-04 -2.19821930e-04 -6.59370446e-04
 -6.59370446e-04  1.02213002e-04 -3.48718197e-04  2.19821930e-04
 -6.59370446e-04 -2.19821930e-04  2.19821930e-04 -2.19821930e-04
 -6.59370446e-04 -6.59370446e-04 -2.19821930e-04 -2.19821930e-04
  2.19821930e-04 -3.41969430e-02  1.56645477e-01 -1.21242844e-01
 -1.01534650e-01 -4.63726193e-01 -8.62113833e-02 -5.75789064e-03
  2.23485515e-01 -2.47433074e-02 -6.56528771e-03  1.14098586e-01
  2.85001218e-01 -6.93924725e-02 -8.11746716e-03  2.15519205e-01
 -1.26742721e-01 -5.34806401e-02 -1.41075760e-01  5.29930592e-02
 -7.41160512e-02 -3.68475541e-03  3.90343338e-01  1.72766647e-03
  1.02449080e-03 -2.03697375e-04  1.14930414e-01  1.48226283e-02
 -9.93262887e-01]","[-0.01245295  0.02770116 -0.02876054 -0.02915045 -0.108896   -0.00625494
 -0.00153308  0.0500034  -0.00303759 -0.00043051  0.02840589  0.07078475
 -0.01532349  0.00694832  0.0652926  -0.02587837 -0.01612766 -0.03640295
  0.01724611 -0.02455276 -0.00521962  0.11221965]","[-0.25296804308891296, 0.010980251245200634, -0.04241573438048363, -0.5211837887763977, 0.17649435997009277, -0.29521727561950684, 0.25615131855010986, 0.08741623908281326, 0.00645080441609025, 0.49731677770614624, -0.2698060870170593, 0.3492316007614136, -0.014862394891679287, 0.0034177054185420275, 0.04341769218444824, -0.029319878667593002, -0.01511472649872303, -1.0536863803863525, -0.003783507738262415, -0.024220135062932968, -0.004881436470896006, 1.0763983726501465]"
80,0.609375,"[-6.34393275e-01 -7.73010433e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -2.33268738e-02  3.86932306e-03  6.37603737e-03
 -6.97336197e-02  7.12762773e-02  2.75259286e-01  6.45265579e-02
 -2.48501580e-02 -1.70571897e-02  7.43112564e-02 -6.83421195e-02
 -2.61876345e-01 -1.71661377e-03 -2.09808350e-03 -1.81391716e-01
  5.58862686e-02 -9.53674316e-04  2.17056274e-02  1.00519180e-01
  6.27527237e-02  3.56683731e-02  2.90298462e-02 -2.19821930e-04
 -6.59370446e-04 -2.19821930e-04 -6.59370446e-04 -2.04247874e-04
  5.20066358e-04 -1.09891896e-03  1.09891896e-03  2.19821930e-04
 -1.09891896e-03  1.02213002e-04 -3.48718197e-04 -6.59370446e-04
  6.59370446e-04 -6.59370446e-04 -2.19821930e-04 -6.59370446e-04
 -2.19821930e-04 -2.19821930e-04 -1.09891896e-03 -2.19821930e-04
 -6.59370446e-04 -1.42192587e-01  1.04090549e-01 -9.49874148e-02
 -1.74413130e-01 -3.07371318e-01  1.15883529e-01 -3.30305099e-03
  1.15741804e-01 -1.13293212e-02  3.22085060e-02  7.23273978e-02
  1.83648989e-01 -5.65367527e-02  7.64109194e-04  3.88719141e-01
 -1.12473138e-01 -4.34329696e-02 -4.36745062e-02  2.43703246e-01
 -4.56064604e-02 -6.33833371e-03  7.52188504e-01 -2.01529684e-03
 -6.56208897e-04  1.54346449e-03  1.14937454e-01  1.47983469e-02
 -9.93262649e-01]","[-0.03833095  0.01859442 -0.02093636 -0.04662994 -0.06721508  0.04571716
  0.00353737  0.02330156  0.00176669  0.00915513  0.01174988  0.04582332
 -0.01511984  0.00582444  0.10146834 -0.02265647 -0.01443716 -0.0168051
  0.05866764 -0.01714589 -0.00141244  0.20287426]","[-0.27845489978790283, -0.005897338502109051, -0.03458111733198166, -0.5393656492233276, 0.2023751437664032, -0.24947597086429596, 0.2489166408777237, 0.06539446860551834, 0.008149052038788795, 0.5051991939544678, -0.2678394317626953, 0.32479503750801086, -0.015179876238107681, 0.003893651068210602, 0.08716259896755219, -0.02599581889808178, -0.013588372617959976, -1.0203815698623657, 0.0452907532453537, -0.017301032319664955, -0.0025353755336254835, 1.1655162572860718]"
90,0.6875,"[-9.2387950e-01 -3.8268343e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -2.3326874e-02  3.8693231e-03  6.3760374e-03
 -7.0115089e-02  7.1276277e-02  2.7525929e-01  6.4526558e-02
 -2.5231628e-02 -1.7057190e-02  7.4311256e-02 -6.8342119e-02
 -2.6187634e-01 -1.7166138e-03 -2.0980835e-03 -1.8139172e-01
  5.5886269e-02 -9.5367432e-04  2.1705627e-02  1.0051918e-01
  6.2752724e-02  3.5668373e-02  2.9029846e-02 -2.1982193e-04
 -6.5937045e-04 -2.1982193e-04 -6.5937045e-04  9.1439659e-08
  1.7364149e-04 -2.1982193e-04  6.5937045e-04 -2.1982193e-04
 -2.1982193e-04  2.0461202e-04 -5.2302465e-04 -2.1982193e-04
  2.1982193e-04  2.1982193e-04 -2.1982193e-04 -2.1982193e-04
  6.5937045e-04 -2.1982193e-04 -6.5937045e-04  6.5937045e-04
  2.1982193e-04 -2.0747708e-01  8.3900236e-02 -6.7604281e-02
 -2.2048871e-01 -1.4006886e-01  3.1099415e-01  5.1222123e-02
  3.0294508e-02  1.7278429e-02  6.0245112e-02 -1.6299933e-02
  1.1246051e-01 -4.1815914e-02  8.6024180e-03  4.7826961e-01
 -1.0369242e-01 -3.9544426e-02 -2.1628803e-02  3.4174562e-01
 -2.4441928e-02 -6.9814343e-03  1.0089487e+00 -7.4530795e-04
 -2.5731216e-03  1.7675123e-03  1.1495091e-01  1.4773183e-02
 -9.9326122e-01]","[-5.2160535e-02  1.6290605e-02 -1.3685321e-02 -5.5669017e-02
 -2.8022368e-02  8.9835197e-02  1.7507154e-02  4.2908229e-03
  7.5625833e-03  1.4864838e-02 -1.0476516e-02  2.8562725e-02
 -1.2788281e-02  3.7283059e-03  1.1848844e-01 -2.2219039e-02
 -1.3228919e-02 -9.3688816e-03  8.0490969e-02 -1.1317401e-02
  6.0708728e-05  2.5966743e-01]","[-0.2978709042072296, -0.011456300504505634, -0.027457023039460182, -0.5526589155197144, 0.24420060217380524, -0.2007567137479782, 0.2599562406539917, 0.04277058690786362, 0.01377083733677864, 0.5130961537361145, -0.2888574004173279, 0.3045181930065155, -0.012884936295449734, 0.003586702747270465, 0.11352506279945374, -0.023964205756783485, -0.012219971045851707, -1.0098305940628052, 0.07578517496585846, -0.011257967911660671, -0.0010441497433930635, 1.2380974292755127]"
