step,phase,obs,action_raw,action_clipped,action_scaled
23,0.1796875,"[ 9.0398932e-01  4.2755508e-01 -2.5367737e-02  2.4604797e-02
 -2.1982193e-04 -2.1982193e-04 -9.6572138e-02  1.2044551e+00]",[-0.06577766  1.3407137 ],[-0.06577766  1.3407137 ],[-0.01644441  0.33517843]
24,0.1875,"[ 9.2387950e-01  3.8268343e-01 -2.5367737e-02  2.4604797e-02
  2.1982193e-04 -6.5937045e-04 -6.5777659e-02  1.3407137e+00]",[-0.04142488  1.409797  ],[-0.04142488  1.409797  ],[-0.01035622  0.35244924]
25,0.1953125,"[ 9.4154406e-01  3.3688986e-01 -2.5367737e-02  2.4604797e-02
  2.1982193e-04 -6.5937045e-04 -4.1424878e-02  1.4097970e+00]",[-0.03792787  1.5481862 ],[-0.03792787  1.5481862 ],[-0.00948197  0.38704655]
26,0.203125,"[ 0.95694035  0.29028466 -0.02574921  0.02765656 -0.00241756  0.03010988
 -0.03792787  1.5481862 ]",[0.03174539 1.6378744 ],[0.03174539 1.6378744 ],[0.00793635 0.4094686 ]
27,0.2109375,"[ 0.97003126  0.24298018 -0.02574921  0.03452396 -0.00241756  0.04593411
  0.03174539  1.6378744 ]",[-0.02217165  1.7656072 ],[-0.02217165  1.7656072 ],[-0.00554291  0.4414018 ]
28,0.21875000000000003,"[ 9.8078525e-01  1.9509032e-01 -2.5749207e-02  4.5586586e-02
 -2.1982193e-04  5.6923103e-02 -2.2171654e-02  1.7656072e+00]",[0.11326555 1.5965105 ],[0.11326555 1.5965105 ],[0.02831639 0.39912763]
29,0.22656249999999997,"[ 9.8917651e-01  1.4673047e-01 -2.5749207e-02  6.0082436e-02
  2.1982193e-04  8.1978038e-02  1.1326555e-01  1.5965105e+00]",[0.32111397 1.1535579 ],[0.32111397 1.1535579 ],[0.08027849 0.28838947]
30,0.234375,"[ 9.9518472e-01  9.8017141e-02 -2.5749207e-02  7.8392982e-02
  2.1982193e-04  9.0329647e-02  3.2111397e-01  1.1535579e+00]",[0.27304402 1.1275754 ],[0.27304402 1.1275754 ],[0.068261   0.28189385]
31,0.2421875,"[ 9.9879545e-01  4.9067676e-02 -2.5749207e-02  9.7848892e-02
  6.5937045e-04  1.0000000e-01  2.7304402e-01  1.1275754e+00]",[0.23140776 1.0396891 ],[0.23140776 1.0396891 ],[0.05785194 0.25992227]
32,0.25,"[ 1.0000000e+00  6.1232343e-17 -2.5749207e-02  1.1882973e-01
 -6.5937045e-04  1.0131865e-01  2.3140776e-01  1.0396891e+00]",[0.18621805 0.9631005 ],[0.18621805 0.9631005 ],[0.04655451 0.24077512]
33,0.2578125,"[ 9.9879545e-01 -4.9067676e-02 -2.5749207e-02  1.4095497e-01
 -2.1982193e-04  1.0703297e-01  1.8621805e-01  9.6310049e-01]",[0.09072017 0.87587637],[0.09072017 0.87587637],[0.02268004 0.21896909]
34,0.265625,"[ 9.95184720e-01 -9.80171412e-02 -2.53677368e-02  1.61555290e-01
 -6.59370446e-04  1.05274774e-01  9.07201692e-02  8.75876367e-01]",[0.01738633 0.81842995],[0.01738633 0.81842995],[0.00434658 0.20460749]
