step,phase,obs,action_scaled,smoothed_joint_pos
0,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
10,0.0703125,"[ 4.2755508e-01  9.0398932e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -2.4852753e-02  1.1880187e-02  3.3242796e-03
 -1.2047005e-01  1.3433912e-01  3.5916328e-02 -5.0137322e-03
 -2.0490417e-02  6.8970680e-02 -1.3813058e-01 -2.1982193e-04
 -2.1982193e-04  2.1982193e-04  2.1982193e-04  3.2456859e-04
 -6.5937045e-04  2.1982193e-04 -2.1982193e-04  6.5937045e-04
 -1.1386253e-04  5.1598358e-01  5.5497557e-01  1.2768493e+00
  4.0331975e-01 -7.6683149e-02  1.9192007e+00 -8.2606333e-01
  2.1540195e-01  7.4758166e-01  2.6040491e-01 -6.1508018e-04
 -1.3906784e-04 -1.2888820e-04 -2.8621672e-02  2.8887955e-02
 -1.9736154e-01]","[ 0.12820601  0.13713652  0.3182114   0.10180178 -0.02045984  0.47622138
 -0.20291634  0.05189215  0.18491903  0.0626427 ]","[-0.11767847090959549, 0.1081879734992981, 0.31935033202171326, -0.3979005217552185, 0.13943369686603546, 0.7333546876907349, -0.16590546071529388, 0.060887306928634644, 0.6886518001556396, -0.08317634463310242]"
20,0.1484375,"[ 8.03207517e-01  5.95699310e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -2.48527527e-02  1.18801873e-02  3.32427956e-03
 -1.20470047e-01  1.34339124e-01  3.59163284e-02 -5.01373224e-03
 -2.04904173e-02  6.89706802e-02 -1.38130575e-01 -2.19821930e-04
  2.19821930e-04 -6.59370446e-04 -2.19821930e-04 -1.05823136e-04
  2.19821930e-04 -6.59370446e-04 -2.19821930e-04  2.19821930e-04
  1.09103778e-04  5.00572681e-01  4.88360643e-01  1.30954325e+00
  4.01448041e-01 -5.96563965e-02  1.94617009e+00 -7.17324138e-01
  1.60663873e-01  7.59161592e-01  1.91214040e-01  6.14805322e-04
  4.56730864e-04  5.39219436e-05 -2.85368487e-02  2.88751423e-02
 -1.97341114e-01]","[ 0.12518868  0.12053274  0.32806313  0.1000891  -0.01476667  0.48755205
 -0.17692986  0.03907883  0.19046518  0.04695852]","[-0.12408725172281265, 0.0937296524643898, 0.31658756732940674, -0.3991719186306, 0.13428349792957306, 0.7349497079849243, -0.15102630853652954, 0.05109871178865433, 0.688988447189331, -0.10041718930006027]"
30,0.22656249999999997,"[ 9.8917651e-01  1.4673047e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -2.4852753e-02  1.1880187e-02  3.3242796e-03
 -1.2047005e-01  1.3433912e-01  3.5916328e-02 -5.0137322e-03
 -2.0490417e-02  6.8970680e-02 -1.3813058e-01  6.5937045e-04
 -2.1982193e-04  1.0989190e-03 -2.1982193e-04  1.7689662e-06
 -1.0989190e-03 -2.1982193e-04  2.1982193e-04  2.1982193e-04
  1.0910378e-04  5.0969565e-01  4.4477877e-01  1.3392758e+00
  3.9192382e-01 -5.4136768e-02  2.0052092e+00 -6.4580172e-01
  1.3410780e-01  7.8995943e-01  1.6937682e-01  5.2700219e-05
  3.9987676e-04 -2.2147356e-04 -2.8471643e-02  2.8955730e-02
 -1.9733799e-01]","[ 0.12846658  0.11066576  0.33600113  0.09787209 -0.01424212  0.5032096
 -0.15997843  0.0330791   0.19856973  0.04316423]","[-0.12271411716938019, 0.08212883770465851, 0.3244498670101166, -0.4016437232494354, 0.13613131642341614, 0.7503016591072083, -0.13294214010238647, 0.0441376194357872, 0.6968953013420105, -0.10720048099756241]"
40,0.3046875,"[ 0.94154406 -0.33688986  0.2         0.          0.         -0.02904892
  0.05880097  0.11700416 -0.11360359  0.13383597  0.08131123 -0.00425079
 -0.01705719  0.10444832 -0.13058603 -0.00725279  0.04813185  0.15582418
  0.01120882 -0.00375028  0.05384617  0.01208792  0.0063736   0.04285717
  0.01034695  0.28162614  0.41589037  1.2035072   0.3670127   0.20250382
  1.6573288  -0.4408644   0.1467129   0.63223624 -0.1716453   0.0499433
  0.06764252 -0.05199996 -0.01991707  0.0415407  -0.20292638]","[ 0.0687871   0.10341332  0.3023053   0.09808684  0.05831072  0.39514107
 -0.07233258  0.02631685  0.15262346 -0.03905135]","[-0.15374282002449036, 0.07613473385572433, 0.2998451888561249, -0.40545639395713806, 0.18339374661445618, 0.7018076777458191, -0.08309302479028702, 0.040461216121912, 0.674926221370697, -0.15936388075351715]"
50,0.3828125,"[ 6.71558976e-01 -7.40951121e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -3.51533890e-02  1.13733560e-01  2.73408651e-01
 -9.14773941e-02  1.24710351e-01  1.73628807e-01  1.55865867e-02
 -1.01907346e-02  1.65865898e-01 -1.26187295e-01 -4.61540231e-03
 -1.97801599e-03 -3.40659134e-02  1.07692722e-02 -5.72594674e-03
  3.62637527e-02  9.45053156e-03 -2.19821930e-04  1.38461115e-02
 -1.55941292e-03  5.03726482e-01  6.44432664e-01  1.38791656e+00
  5.75762331e-01  1.00741774e-01  1.46737719e+00 -4.45409790e-02
  3.84957969e-01  5.98817170e-01  1.06070936e-02  7.05792829e-02
  4.47643250e-02 -1.37994200e-01  3.11822258e-03  6.56441897e-02
 -2.41588295e-01]","[ 0.13732892  0.17045447  0.34993958  0.14872573  0.0164356   0.37037402
 -0.0146346   0.09926023  0.14617454  0.00449915]","[-0.13714663684368134, 0.12247498333454132, 0.33002427220344543, -0.3589879870414734, 0.18559499084949493, 0.6163305044174194, 0.024250337854027748, 0.10209713876247406, 0.6494594216346741, -0.15371645987033844]"
60,0.46093749999999994,"[ 2.42980182e-01 -9.70031261e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -2.71415710e-02  1.21744424e-01  2.32591406e-01
 -5.79080582e-02  1.16943836e-01  2.23220825e-01  2.77936179e-02
  1.65121462e-02  1.77691460e-01 -1.25760466e-01  1.25274658e-02
  2.41756439e-03  6.37359638e-03  1.86813362e-02 -6.53365767e-03
  1.69230457e-02  7.69233704e-03  3.27472687e-02 -6.59370446e-04
  4.66160849e-03  8.36783886e-01  8.98005664e-01  1.40016866e+00
  6.95385218e-01 -9.69402045e-02  1.58097363e+00 -2.12394133e-01
  4.37910467e-01  5.66914678e-01  1.44274235e-01  3.39623913e-02
  4.10644570e-03 -1.18428014e-01  2.17027664e-02  7.68697634e-02
 -3.00339907e-01]","[ 0.21044743  0.23001553  0.3449281   0.17519738 -0.02137635  0.39582127
 -0.04986503  0.10967961  0.1408633   0.03913515]","[-0.04404539614915848, 0.1898353397846222, 0.34209197759628296, -0.3285301923751831, 0.1258842945098877, 0.6391072273254395, -0.01964704878628254, 0.12091106921434402, 0.6415337324142456, -0.1158844530582428]"
70,0.5390625,"[-2.42980182e-01 -9.70031261e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -4.38690186e-04  1.28230363e-01  2.48613134e-01
 -1.86157227e-02  9.96550322e-02  2.37335205e-01  3.92377079e-02
  5.42786047e-02  1.82269096e-01 -1.15235895e-01  1.64834987e-02
  4.17585392e-03  1.03296284e-02  2.39560138e-02 -7.05268234e-03
  3.73630528e-03  7.25278864e-03  1.07692722e-02  1.53846748e-03
  3.00341682e-03  8.95568013e-01  9.89046514e-01  1.16563725e+00
  7.68178821e-01 -1.22332960e-01  1.48433161e+00 -2.05028161e-01
  4.72082943e-01  4.89649624e-01  1.92984924e-01  4.01462466e-02
 -1.56078243e-03 -2.58283857e-02  3.24565656e-02  7.66378641e-02
 -3.27033609e-01]","[ 0.23051926  0.2503542   0.28611484  0.19754589 -0.03353995  0.3646322
 -0.04895495  0.1208181   0.11885307  0.04803205]","[-0.030341321602463722, 0.21505947411060333, 0.289568692445755, -0.3133954107761383, 0.12253820151090622, 0.6297274827957153, -0.02674943394958973, 0.12619096040725708, 0.6277241110801697, -0.1008206382393837]"
80,0.6171875,"[-6.7155898e-01 -7.4095112e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00  2.3593903e-02  1.3700417e-01  2.4861313e-01
  2.3727417e-02  8.2858101e-02  2.5183105e-01  4.7248572e-02
  5.8474772e-02  1.8341351e-01 -1.0942018e-01  6.8131448e-03
  2.1982193e-04 -9.8900795e-03  2.3516465e-02 -7.8000696e-03
  5.9340480e-03  3.7363053e-03 -1.0989190e-03  2.1982193e-04
  4.3658097e-03  1.1244622e+00  1.1555319e+00  8.5944903e-01
  9.8438668e-01 -2.4400966e-01  1.1383355e+00 -6.2121727e-02
  5.1167029e-01  2.6711723e-01  5.8123659e-02  3.0810159e-02
  6.5072286e-03 -2.1879647e-02  4.6402197e-02  7.8372367e-02
 -3.3207780e-01]","[ 0.2882234   0.29297638  0.19947696  0.25365725 -0.06722197  0.26776078
 -0.00859565  0.12711403  0.05658163  0.00702092]","[0.02237713895738125, 0.2530231177806854, 0.21492955088615417, -0.2595497667789459, 0.0948028713464737, 0.5454850792884827, 0.009891126304864883, 0.13937003910541534, 0.5736510157585144, -0.13041643798351288]"
90,0.6953125,"[-9.4154406e-01 -3.3688986e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00  4.7245979e-02  1.4196327e-01  2.2038342e-01
  6.4927101e-02  6.5004736e-02  2.5946045e-01  5.6785315e-02
  5.8856241e-02  1.8150616e-01 -1.0533729e-01  2.2197818e-02
  5.0549507e-03 -1.5604401e-02  2.5274754e-02 -7.5355172e-03
 -6.5937045e-04  9.0109827e-03 -2.1982193e-04 -6.5937045e-04
  6.7735394e-04 -3.5497028e-01  1.0695417e+00 -2.2344786e-01
  1.5467048e-01 -4.1513389e-01 -3.5575390e-01  8.1815439e-01
 -3.5545844e-01 -3.5378408e-01 -6.7686915e-01  3.3960577e-02
 -1.6980030e-02 -4.5923561e-02  5.8686208e-02  7.6142415e-02
 -3.4624010e-01]","[-0.4160109   0.1238794  -0.04255189 -0.13814436 -0.03005727 -0.02457022
  0.17515245 -0.15312012 -0.04535131 -0.19836253]","[-0.20275115966796875, 0.26307210326194763, -0.009336312301456928, -0.3740297555923462, 0.052960168570280075, 0.24498310685157776, 0.17874759435653687, 0.004852417856454849, 0.44431403279304504, -0.27835363149642944]"
100,0.7734375,"[-9.8917651e-01  1.4673047e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00  6.6700935e-02  1.4158180e-01  1.1967445e-01
  9.3919754e-02  4.3850616e-02  2.4382019e-01  7.7767104e-02
  4.8556559e-02  1.7769146e-01 -1.1949831e-01  2.8571130e-03
 -6.3735964e-03 -1.3824177e-01  1.5384675e-03 -1.0221136e-02
 -1.0769272e-02  1.3406563e-02  3.2966614e-03  2.1982193e-04
 -9.8395459e-03 -2.2447982e+00  1.8774006e-01 -5.1469064e-01
 -9.0184933e-01 -3.2721084e-01  1.2624022e-01  2.5176609e-01
 -9.8276928e-02  2.0632093e-01 -5.3230524e-01  1.0534266e-02
 -4.3929297e-02 -5.4715504e-03  6.6187404e-02  6.6995881e-02
 -3.5802180e-01]","[-0.5697932   0.03688659 -0.10580613 -0.23398411 -0.08862425  0.02978284
  0.06251933 -0.03834977  0.05005543 -0.13160846]","[-0.8279659152030945, 0.007975283078849316, -0.1336110532283783, -0.7199939489364624, 0.06410787254571915, 0.27871549129486084, 0.10142870992422104, -0.004056145437061787, 0.5514038801193237, -0.2853582799434662]"
110,0.8515625,"[-8.03207517e-01  5.95699310e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00  1.25312805e-02  1.19074136e-01 -5.92377111e-02
  1.83868408e-02  4.79288846e-02  2.33139038e-01  8.27262104e-02
  5.80933020e-02  1.83413506e-01 -1.26819044e-01 -7.49450698e-02
 -2.30769161e-02 -6.26373291e-02 -9.34065804e-02  1.13171255e-02
  9.89007950e-03 -1.34065626e-02  7.25278864e-03 -1.53846748e-03
 -3.20357247e-03 -2.19500804e+00  8.54187645e-03 -1.11793004e-01
 -9.59612012e-01 -2.79051602e-01  1.05844185e-01  1.85991332e-01
 -4.65890378e-01  1.58697516e-01 -4.88582730e-01 -1.03683606e-01
  6.10934645e-02  1.07732780e-01  5.14236875e-02  7.09347501e-02
 -3.40929747e-01]","[-0.54161185  0.00197632 -0.00725417 -0.23685467 -0.06352238  0.02653502
  0.05088625 -0.13726565  0.03503181 -0.12019089]","[-0.8243387341499329, -0.015854043886065483, -0.04794241487979889, -0.7506613731384277, 0.06784207373857498, 0.27019330859184265, 0.08531064540147781, -0.10002059489488602, 0.5406208634376526, -0.2672240138053894]"
120,0.9296874999999999,"[-4.2755508e-01  9.0398932e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -1.3319206e-01  7.5205117e-02 -1.0463356e-01
 -1.3649178e-01  6.9116712e-02  2.2856140e-01  2.2071572e-02
  3.3679239e-02  1.6624737e-01 -1.2824437e-01 -6.9230750e-02
 -1.2087918e-02  6.7033008e-02 -6.2637329e-02  2.9798641e-03
 -1.0329628e-02 -5.5164814e-02 -3.9780237e-02 -1.6923046e-02
 -5.4947537e-04 -2.2404628e+00 -1.2416712e-01  2.7783042e-01
 -9.2332399e-01 -3.9668530e-01 -9.5891982e-02  2.6301554e-01
 -9.2046553e-01  6.6200927e-02 -1.7081571e-01 -1.1168662e-01
  5.3229492e-02  2.2306222e-01  8.9968238e-03  9.2732012e-02
 -2.7058709e-01]","[-0.5460855  -0.02941788  0.06365871 -0.22567749 -0.0985679  -0.02879548
  0.06343008 -0.23132613  0.01386483 -0.03554611]","[-0.8162012696266174, -0.05803244188427925, 0.05991925671696663, -0.7343866229057312, 0.05555163323879242, 0.2324805110692978, 0.09958943724632263, -0.21716223657131195, 0.5183605551719666, -0.19992338120937347]"
130,1.0078125,"[ 0.04906768  0.99879545  0.2         0.          0.         -0.22550964
  0.07215336  0.02811981 -0.22003555  0.05872634  0.19346523 -0.04659393
 -0.08801151  0.12886238 -0.12453771 -0.03010988  0.00285711  0.06923075
 -0.02351646 -0.01094742 -0.02175827 -0.02395601 -0.10395604 -0.02263737
  0.00372716 -1.8382843  -0.464394    0.10652944 -0.69264305 -0.80488414
 -0.5265072   0.03356043 -0.38569096 -0.04249626  0.35863012 -0.07442839
  0.00674408  0.2277332  -0.01775661  0.1039294  -0.1747648 ]","[-0.4391991  -0.1210847   0.01480552 -0.16087976 -0.21252306 -0.14777611
 -0.0083316  -0.07082892 -0.01919731  0.10499707]","[-0.7284778356552124, -0.13723307847976685, 0.02221015654504299, -0.6794296503067017, -0.04130866378545761, 0.134149432182312, 0.04844231531023979, -0.10669808834791183, 0.494724839925766, -0.0759732574224472]"
140,1.0859375,"[ 0.51410276  0.8577286   0.2         0.          0.         -0.26785278
  0.07139042  0.05253483 -0.25398636  0.02856411  0.14806938 -0.06337956
 -0.12882973  0.08232212 -0.10701588 -0.01604395 -0.01032963 -0.04065933
 -0.00681314 -0.01627477 -0.03230772  0.00241756  0.05032969 -0.02923079
  0.01103444 -0.868413   -0.35286006 -0.09608877 -0.42934844 -0.9870666
 -0.91328603 -0.4822411   0.06591826 -0.34296298  0.7172574  -0.06276596
 -0.0087208   0.14584903 -0.03630456  0.10509562 -0.10312913]","[-0.20481762 -0.08641097 -0.02310585 -0.10477266 -0.24977094 -0.24167489
 -0.12478365  0.01366577 -0.09336848  0.19254681]","[-0.48122721910476685, -0.12509390711784363, -0.03719521313905716, -0.6099083423614502, -0.09524636715650558, 0.024496888741850853, -0.08535270392894745, 0.0277783814817667, 0.41944068670272827, 0.02380359172821045]"
150,1.1640625,"[ 8.5772860e-01  5.1410276e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -2.7929688e-01  4.6212465e-02 -2.1472206e-02
 -2.5131607e-01  4.8555732e-03  9.4663620e-02 -7.7112466e-02
 -3.7275083e-02  1.6708374e-02 -8.3360016e-02  2.1982193e-04
 -2.0879079e-02 -4.1098882e-02  1.5164852e-02 -8.5359095e-03
 -3.8901139e-02 -1.5604401e-02  6.0879137e-02 -3.4505464e-02
  1.6382333e-02 -3.2860368e-01 -5.1278222e-01  9.2950600e-01
 -2.0683384e-01 -2.0433860e-01  1.9533286e+00 -5.4632270e-01
  9.7425424e-02  1.0722767e+00  4.2891619e-01 -8.7023027e-02
 -3.5458989e-02  1.3868856e-01 -5.7802215e-02  9.9773094e-02
 -4.8208121e-02]","[-0.1073003  -0.10511304  0.1925162  -0.06025247 -0.01266825  0.47433627
 -0.15869738  0.03092159  0.2558996   0.06913558]","[-0.29650887846946716, -0.17643167078495026, 0.17422936856746674, -0.5322685241699219, 0.062729611992836, 0.5084975957870483, -0.12302713096141815, 0.031132780015468597, 0.6493784785270691, 0.0326002761721611]"
160,1.2421875,"[ 0.99879545  0.04906768  0.2         0.          0.         -0.26861572
  0.02637604  0.03346039 -0.20553875  0.01840916  0.08855915 -0.10877445
  0.01574921 -0.00770569 -0.04381442  0.02175827  0.00241756  0.11934071
  0.03802195  0.01906429  0.02923079 -0.02219782 -0.00241756  0.02923079
  0.02248351 -0.6144066  -0.5984678   0.5424295  -0.28350297  0.528657
  1.6366193  -0.16522425 -0.06611113  0.8854631  -0.24900214 -0.05894003
  0.03167738  0.04986721 -0.08393423  0.09982689 -0.0034952 ]","[-0.15015128 -0.1489129   0.13297026 -0.07152461  0.13440146  0.4060554
 -0.00801169 -0.01162616  0.22173998 -0.05545855]","[-0.39776337146759033, -0.16965988278388977, 0.13893228769302368, -0.5691613554954529, 0.2671251893043518, 0.6699322462081909, -0.044447243213653564, 0.0035683601163327694, 0.7277166247367859, -0.20144158601760864]"
170,1.3203125,"[ 0.9039893  -0.42755508  0.2         0.          0.         -0.26976013
  0.0382016   0.14828469 -0.15938091  0.05706625  0.1637106  -0.12021855
  0.00850128  0.04837132 -0.01916552 -0.01340656  0.00153847 -0.03010988
 -0.00813189  0.02369941  0.02835169  0.01296701 -0.0054945   0.04417581
 -0.01258231 -0.617818   -0.43983912  0.44707632 -0.2320179   0.5420222
  1.187803    0.4440868   0.12990525  0.60264117 -0.43082726  0.14673348
  0.00723357 -0.11146611 -0.07489181  0.10822423 -0.01842958]","[-0.15260643 -0.10788248  0.11759953 -0.05909083  0.10966849  0.2820661
  0.11876205  0.02765549  0.14625409 -0.08928047]","[-0.4080354869365692, -0.14700207114219666, 0.10776539891958237, -0.5584286451339722, 0.2945360541343689, 0.5600825548171997, 0.1259506344795227, 0.04414808750152588, 0.6634135246276855, -0.25461626052856445]"
180,1.3984375,"[ 5.9569931e-01 -8.0320752e-01  2.0000000e-01  0.0000000e+00
  0.0000000e+00 -2.5221252e-01  4.2016298e-02  3.3078916e-02
 -1.4640999e-01  8.1984669e-02  2.1597195e-01 -7.1771890e-02
  1.7275086e-02  9.3003273e-02 -8.0537319e-02  1.8681336e-02
 -2.1982193e-04 -4.4175815e-02  1.2087918e-02  2.0273408e-02
  8.5714338e-03  2.2197818e-02  2.4395561e-02  7.2527886e-03
 -3.8356893e-02 -3.0411962e-01 -7.3045000e-02  3.1005898e-01
 -2.4903229e-01 -8.1756330e-01  4.1764989e-01  2.2079255e-01
 -1.6337627e-01  2.6390830e-01  1.8368699e-01  1.3298117e-01
  1.5127828e-02 -1.6225725e-01 -1.5756361e-02  1.0866961e-01
 -7.9944521e-02]","[-0.13020831  0.00756519  0.05006081 -0.09922374 -0.23152418  0.06745355
  0.04690292 -0.08407582  0.03973433  0.02072091]","[-0.348789781332016, -0.05896985903382301, 0.07790537178516388, -0.5691086649894714, -0.004728585481643677, 0.38016799092292786, 0.11101899296045303, -0.016166508197784424, 0.5783941745758057, -0.11513245105743408]"
190,1.4765625,"[ 1.46730468e-01 -9.89176512e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -1.87743187e-01  5.39520197e-03  6.58862665e-02
 -1.14748001e-01  4.93133813e-02  2.19024658e-01 -5.49862683e-02
  1.49862673e-02  1.26955032e-01 -1.02007002e-01  2.30769161e-02
 -2.43955608e-02  1.60439499e-02  1.38461115e-02 -6.96783289e-02
 -1.82417873e-02 -6.81314478e-03 -5.05495071e-03 -6.59370446e-04
 -7.99163152e-03 -1.68607771e+00  4.44854766e-01 -6.32022738e-01
 -9.02180254e-01 -5.54921031e-01 -1.82613820e-01  1.54106423e-01
 -2.95666039e-01  1.52418390e-01  1.07413679e-01  3.54103111e-02
 -4.66650026e-03 -5.79671189e-02 -7.46756326e-04  1.05357945e-01
 -1.30700111e-01]","[-0.4036028   0.10376778 -0.17417434 -0.2164362  -0.1340818  -0.04902744
  0.02376078 -0.06576797  0.03290098  0.01481483]","[-0.7114465832710266, 0.06511266529560089, -0.145218163728714, -0.7268564105033875, 0.002667748834937811, 0.21243363618850708, 0.06952887028455734, -0.059403207153081894, 0.5395979881286621, -0.1349601447582245]"
200,1.5546875,"[-3.36889863e-01 -9.41544056e-01  2.00000003e-01  0.00000000e+00
  0.00000000e+00 -1.93846703e-01  1.22616570e-02 -9.64569114e-03
 -1.37254715e-01  2.52081901e-02  1.96516991e-01 -5.46047986e-02
 -6.53991476e-04  1.17036819e-01 -1.18545264e-01 -2.92307865e-02
 -5.93404798e-03 -1.22857146e-01 -4.41758148e-02 -1.22741498e-02
 -6.59370446e-04 -1.53846748e-03 -8.13188590e-03 -1.09891896e-03
 -1.20948078e-02 -1.63834321e+00  1.10897765e-01 -4.95091677e-01
 -7.86986053e-01 -5.73990405e-01 -2.19655097e-01 -1.03380620e-01
 -2.10290164e-01  8.99932683e-02 -6.55820221e-02 -5.11916820e-03
  7.19718356e-03  5.47646880e-02  1.29983397e-02  1.10244825e-01
 -1.27195731e-01]","[-0.41336632  0.02399928 -0.10127257 -0.20046929 -0.13533577 -0.04940465
 -0.02654805 -0.07350738  0.01759734 -0.02473607]","[-0.6643305420875549, -0.0009361181291751564, -0.14282360672950745, -0.6971715092658997, 0.006988209672272205, 0.19587764143943787, 0.009329507127404213, -0.034538500010967255, 0.5259986519813538, -0.16705630719661713]"
