step,phase,obs,action_scaled,smoothed_joint_pos
0,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
10,,"[-0.22854531 -0.00195613  0.00102774  0.00147613 -0.01049412  0.01163081
 -0.99987733  0.2         0.          0.          0.7227949   0.6910626
 -0.265316   -0.01735687 -0.00133514 -0.6239033   0.2613813   0.29163837
 -0.02155304  0.00934601  0.608263   -0.2867385   0.01318741  0.00439644
 -0.03076935 -0.00439644  0.00223826 -0.00439644 -0.00439644 -0.00439644
 -0.00439644 -0.0020051 ]","[-0.03325048  0.03431392  0.14291637  0.13873915 -0.4181169  -0.07815489
 -0.14357397  0.02913344 -0.09789409  0.6757471 ]","[-0.30919837951660156, 0.037947382777929306, 0.10802914947271347, -0.38023999333381653, -0.2809596061706543, 0.13979996740818024, -0.08205373585224152, 0.041428834199905396, 0.38031578063964844, 0.49832841753959656]"
20,,"[-2.2858199e-01  1.8416715e-04 -1.5558039e-03  1.8425615e-03
 -1.0509116e-02  1.1616707e-02 -9.9987733e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  9.9899304e-01 -4.4864830e-02
 -2.6531601e-01 -1.7356873e-02 -1.3351440e-03 -6.2390327e-01
  2.6138130e-01  2.9201984e-01 -2.1553040e-02  9.3460083e-03
  6.0826302e-01 -2.8673851e-01 -4.3964386e-03 -1.3187408e-02
 -3.0769348e-02 -4.3964386e-03  2.2236041e-03  1.3187408e-02
  4.3964386e-03 -4.3964386e-03  4.3964386e-03  4.4400032e-05]","[ 0.02964825 -0.06989252  0.1984012   0.18541265 -0.37036785  0.03328978
 -0.20351394  0.04688631 -0.04455783  0.70027953]","[-0.22988535463809967, -0.08258278667926788, 0.18109546601772308, -0.32294631004333496, -0.23081332445144653, 0.2638814449310303, -0.17027996480464935, 0.051215048879384995, 0.4481952488422394, 0.5626900792121887]"
30,,"[-2.28583753e-01  5.28311124e-04 -1.09414694e-04 -4.79319773e-04
 -1.05189402e-02  1.16062872e-02 -9.99877334e-01  2.00000003e-01
  0.00000000e+00  0.00000000e+00  6.57938719e-01 -7.53071487e-01
 -2.65316010e-01 -1.73568726e-02 -1.33514404e-03 -6.23903275e-01
  2.61381298e-01  2.91638374e-01 -2.15530396e-02  9.34600830e-03
  6.08263016e-01 -2.86738515e-01 -1.31874084e-02 -1.31874084e-02
 -1.31874084e-02  4.39643860e-03  6.65470678e-03 -1.31874084e-02
 -1.31874084e-02 -1.31874084e-02 -1.31874084e-02  2.27145921e-03]","[ 0.05519145 -0.04437693  0.15452774  0.18424572 -0.36719236  0.0487601
 -0.08185935  0.02398062 -0.06036828  0.4639773 ]","[-0.19974322617053986, -0.09318719804286957, 0.16837286949157715, -0.3072098195552826, -0.20725829899311066, 0.3017098605632782, -0.09876774996519089, 0.04727679118514061, 0.44824838638305664, 0.3851727247238159]"
40,,"[-2.2963467e-01 -3.5825178e-01  2.2925074e-01 -1.2681405e-02
 -7.7965599e-04  2.4020463e-02 -9.9971116e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00 -8.9639306e-02 -9.9597430e-01
 -2.6340866e-01 -1.8119812e-02  5.0545692e-02 -6.0559273e-01
  2.2234154e-01  3.0041218e-01 -3.7194252e-02  1.3542175e-02
  6.0521126e-01 -2.3246598e-01 -3.0769348e-02 -3.9999962e-01
  1.6571426e+00  7.4285698e-01 -6.6838628e-01  2.2417641e-01
 -3.2087898e-01  2.4175835e-01 -2.5054932e-01  1.1552629e+00]","[ 0.20562688  0.08343549 -0.02065661 -0.1299138   0.32177934 -0.01158995
  0.27485487 -0.08853227 -0.0586488   0.17767636]","[-0.0709848403930664, 0.03576896712183952, 0.01380997896194458, -0.5484305620193481, 0.16612482070922852, 0.25013411045074463, 0.2357136458158493, -0.048871371895074844, 0.4459852874279022, 0.07901454716920853]"
50,,"[-0.23241492  0.32212052 -0.16777995 -0.14497928  0.01483606  0.04433538
 -0.9989065   0.2         0.          0.         -0.7818315  -0.6234898
 -0.26188278 -0.04406071  0.12989235 -0.53082275  0.19715628  0.32063007
 -0.06542301  0.01354218  0.55790806 -0.12309884 -0.04835129 -0.08351707
 -0.9802189   0.16263771  0.38312563  0.05714226 -0.03076935 -0.6109886
 -0.30329704 -0.03342276]","[-0.01139401  0.1633409  -0.05435386 -0.16174383  0.25431356  0.02550266
  0.44364032 -0.13043737 -0.24800795  0.21155   ]","[-0.1769692301750183, 0.07166709750890732, -0.0616043396294117, -0.6459725499153137, 0.5067201256752014, 0.2801099717617035, 0.46403050422668457, -0.1383674293756485, 0.3304620385169983, 0.0014629065990447998]"
60,,"[-0.28542018  0.06417635 -0.46413565 -0.83703285 -0.01272735  0.00193855
 -0.99991703  0.2         0.          0.         -0.99094975  0.13423327
 -0.25844955 -0.0246048  -0.01544952 -0.5598154   0.24168235  0.32558918
 -0.03490543 -0.07076359  0.54303074 -0.19262339  0.19780159 -0.10988998
 -1.586813   -0.32087898  0.6818145   0.84835243 -0.00439644 -1.0065937
  1.1120872  -0.41795635]","[-0.04261622  0.25857326  0.00867466 -0.06922874  0.17724937  0.09582406
  0.50270516 -0.07100055 -0.3122531   0.37485176]","[-0.28773221373558044, 0.17183014750480652, -0.005300409160554409, -0.6030504107475281, 0.2811216413974762, 0.30381375551223755, 0.3915584981441498, -0.05713919550180435, 0.2068810909986496, 0.29084765911102295]"
70,,"[-3.5612306e-01 -8.5818551e-02  2.1857244e-01 -3.1420958e-01
 -2.6992254e-02 -3.0358667e-03 -9.9963105e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00 -5.8778524e-01  8.0901700e-01
 -2.5387192e-01  3.6239624e-03 -2.9182434e-02 -5.7164097e-01
  2.7463290e-01  3.4122944e-01 -9.7274780e-03 -8.2589149e-02
  5.4722691e-01 -1.3969725e-01 -2.8571510e-01  6.2857056e-01
  1.2087917e+00  6.5933228e-02  3.0331044e-05  7.4726105e-02
  1.8901062e-01  5.8461571e-01 -1.0329666e+00  7.2701758e-01]","[-0.02029282  0.23037261  0.09200994 -0.10989965  0.18480094 -0.0505682
  0.3642377  -0.1354148  -0.27935967  0.1637172 ]","[-0.2976117730140686, 0.20413190126419067, 0.08855056017637253, -0.5978072881698608, 0.33227086067199707, 0.20953084528446198, 0.4402318298816681, -0.15909330546855927, 0.21403367817401886, 0.10072584450244904]"
80,,"[-0.35495278 -0.07913075  0.21842235  0.29279402 -0.00234706  0.01304117
 -0.99991214  0.2         0.          0.          0.17855689  0.9839296
 -0.27904892  0.09098148  0.07763004 -0.5697336   0.2801548   0.35954094
 -0.00209808 -0.08907413  0.45719814 -0.07022475 -0.10988998  1.3934059
  1.8153839  -0.00439644  0.09804535  0.19780159  0.2593403   0.06593323
 -0.7692299   0.8450752 ]","[-0.02788351 -0.01182496  0.06722374  0.13462509 -0.42211562 -0.09863185
  0.02941781 -0.00364849 -0.22391272 -0.21653338]","[-0.24208439886569977, 0.03307764232158661, 0.06708090752363205, -0.43797963857650757, -0.14096428453922272, 0.16382358968257904, 0.15294751524925232, 0.006511610466986895, 0.24871021509170532, -0.2998252213001251]"
90,,"[-0.31240708 -0.37983096  0.2934143   0.6918134   0.01836524  0.03810774
 -0.99910486  0.2         0.          0.          0.83457327  0.550897
 -0.26607895  0.15545082  0.10166359 -0.5460825   0.19019973  0.365263
  0.02269745 -0.05626774  0.39082146 -0.07575097  0.39120865 -0.4087906
 -1.384615    0.42637444 -3.0409298  -0.01318741  0.1362629   1.2879124
 -0.18021965 -0.9969751 ]","[-0.10676824 -0.0692442  -0.04666132  0.21865103 -0.39087757 -0.19604075
 -0.07511953  0.07609145 -0.05235561 -0.09632216]","[-0.34748902916908264, -0.1022409051656723, 0.006897643208503723, -0.2522035837173462, -0.25303834676742554, 0.09415753930807114, -0.045605648308992386, 0.10705412179231644, 0.41895759105682373, -0.3324589729309082]"
100,,"[-0.21769623 -0.24259305  0.14153288  1.2399434   0.03763615  0.05543955
 -0.99775267  0.2         0.          0.          0.9749279  -0.22252093
 -0.2729454   0.16613293  0.02040863 -0.4797058   0.0624727   0.34199238
  0.05855656  0.09288883  0.3725109  -0.17895623  0.00439644  0.0747261
 -0.8043957   0.6989002  -0.6510036  -0.18021965  0.10988998  0.62857056
 -0.02197838 -0.9520569 ]","[-0.20124115 -0.03350659 -0.08428732  0.24524814 -0.51261014 -0.21587594
 -0.10466914  0.03505653 -0.08536713  0.02468145]","[-0.46396979689598083, -0.09318707138299942, -0.10733992606401443, -0.2801855504512787, -0.3314794898033142, 0.03552844375371933, -0.07753122597932816, 0.027231449261307716, 0.41870996356010437, -0.14254024624824524]"
110,,"[-0.08028043  0.05589904  0.13821074  1.471984    0.06214674  0.06383692
 -0.9960233   0.2         0.          0.          0.5128993  -0.8584488
 -0.27828598  0.18444347 -0.0391016  -0.42973232  0.02187651  0.32330036
  0.03833866  0.0680933   0.36297417 -0.20853919 -0.19780159  0.3472519
 -1.2879124   0.312088   -0.47723863 -0.29450607 -0.35604477 -0.953846
 -0.3736267   0.5540483 ]","[ 0.05466288  0.07007921 -0.12249606  0.328914   -0.4130303  -0.10604465
  0.12450297  0.3922633  -0.1788958   0.05538873]","[-0.27695363759994507, 0.016043957322835922, -0.08172745257616043, -0.1572016477584839, -0.30559948086738586, 0.11426578462123871, 0.06497670710086823, 0.30018624663352966, 0.3502415418624878, -0.09979049861431122]"
120,,"[ 0.08761848  0.13504359 -0.03190747  1.9316669   0.07032061  0.03810847
 -0.99679625  0.2         0.          0.         -0.26603684 -0.96396285
 -0.271801    0.23975754 -0.09632301 -0.38815117 -0.02460686  0.302701
  0.05626774  0.09441566  0.36182976 -0.12980677  0.4967041   0.7076931
  0.3472519   0.83955956 -0.5742065  -0.5054951   1.1384621   3.1604404
  0.33846092  0.7547483 ]","[ 0.25028327  0.12622231 -0.0362811  -0.21709919  0.5202258  -0.06674112
  0.4359062   0.13590154 -0.3175266   0.09017251]","[-0.016482114791870117, 0.10834765434265137, -0.034048791974782944, -0.669823408126831, 0.5411540865898132, 0.19252827763557434, 0.46178796887397766, 0.1968873143196106, 0.18544802069664001, -0.08048821240663528]"
130,,"[ 0.27901244 -0.21716107 -0.26523384  1.5778067   0.07024414  0.04144207
 -0.9966686   0.2         0.          0.         -0.8805955  -0.47386867
 -0.23708725  0.25387192 -0.04367924 -0.3789959   0.04275202  0.26455307
  0.10166359  0.29964924  0.37975883 -0.14182605  0.5582409  -0.734066
  0.14505577 -1.0065937   2.8361914  -0.21538544 -0.18021965  0.96263695
  0.30329704 -0.34130535]","[ 0.35262817 -0.00829815 -0.08406421 -0.22764748  0.5114124  -0.09210972
 -0.07094112  0.22736803 -0.23397064  0.08817966]","[0.10777468979358673, 0.008909680880606174, -0.13256564736366272, -0.7996100187301636, 0.6988497972488403, 0.19145874679088593, 0.10151702165603638, 0.23676283657550812, 0.21867649257183075, -0.05196412652730942]"
140,,"[ 3.4580520e-01 -2.4730319e-01 -1.8340625e-01 -3.9099628e-01
  5.0777879e-02  6.3183039e-02 -9.9670935e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00 -9.5105654e-01  3.0901700e-01
 -1.5774059e-01  1.3446999e-01 -7.3052406e-02 -4.7932434e-01
  2.5230148e-01  2.4319077e-01  5.3215981e-02  3.2597065e-01
  3.9349174e-01 -1.6058806e-01  4.5274734e-01 -5.7582474e-01
 -6.3736343e-01 -7.7802277e-01  1.5147519e+00 -2.0659256e-01
 -7.9560471e-01 -2.1978378e-02 -1.7142868e-01 -1.2487868e-03]","[ 0.11979903 -0.09620469  0.13513143  0.11249189  0.3380182  -0.04481025
 -0.02164856  0.0856875  -0.09697621  0.22878376]","[-0.06681259721517563, -0.1213935986161232, 0.11223480105400085, -0.4070006310939789, 0.5323690176010132, 0.15579918026924133, -0.10080432891845703, 0.09816441684961319, 0.3930280804634094, 0.03586317226290703]"
150,,"[ 0.26061407 -0.17048231  0.22150543 -1.0819881   0.04860088  0.0902497
 -0.99473274  0.2         0.          0.         -0.43388373  0.90096885
 -0.11043739  0.05397892 -0.04482365 -0.5174713   0.322472    0.23174667
 -0.03414249  0.23670578  0.3801403  -0.15091573  0.2241764  -0.15384674
  3.6351643   0.5054951   0.6338501   0.2593403  -0.78681374 -2.9494505
 -0.2857151   0.2157702 ]","[ 0.06537123  0.19595534  0.14932929  0.1700727   0.21515515 -0.1579454
  0.10077609  0.01923681 -0.1553559   0.20927678]","[-0.20732787251472473, 0.16250470280647278, 0.1382458657026291, -0.3598365783691406, 0.4344090223312378, 0.0795556902885437, 0.12335648387670517, 0.008217183873057365, 0.34755364060401917, 0.0815969705581665]"
