step,phase,obs,action_scaled,smoothed_joint_pos
160,,"[ 0.14970803  0.07192875  0.1541109  -1.082883    0.05689927  0.09849419
 -0.99350965  0.2         0.          0.          0.35137483  0.9362349
 -0.09479713  0.05512333  0.17795849 -0.49458313  0.3513055   0.24853134
 -0.10624123  0.05245304  0.35572624 -0.13054688  0.08351707 -0.23296738
  0.25054932 -0.03956032 -0.0249148   0.39999962 -0.56703377 -0.56703377
  0.00439644  0.15991491]","[ 0.05260517  0.18633586  0.2354788   0.20819217 -0.3785709  -0.24611753
  0.19416627 -0.006797   -0.19385181  0.07372643]","[-0.21176688373088837, 0.16448459029197693, 0.22181083261966705, -0.3096189498901367, -0.22475846111774445, -0.006027978844940662, 0.19576433300971985, 0.015226459130644798, 0.31523188948631287, -0.07040220499038696]"
170,,"[ 0.07798594  0.7845927   0.04562332 -0.13028695  0.06148254  0.06791738
 -0.9957948   0.2         0.          0.          0.91952777  0.39302504
 -0.09365177  0.03299809  0.15964794 -0.49076843  0.30203435  0.25730515
 -0.14095497  0.00324249  0.34275532 -0.12366345 -0.03956032  0.4615383
  0.523077    0.15384674 -0.538989   -0.0747261   0.51428604  0.02197838
 -0.11868095  0.0289175 ]","[-0.0542591   0.15767705  0.02048465  0.05781529 -0.3217272  -0.23682232
  0.0889205  -0.09169191 -0.24260265  0.07957231]","[-0.2856583893299103, 0.17225882411003113, 0.052014075219631195, -0.42627567052841187, -0.19935470819473267, 0.005067604593932629, 0.18841546773910522, -0.08343937993049622, 0.26494237780570984, -0.06423389911651611]"
180,,"[ 0.12791674  0.72434866 -0.03306045  0.75096077  0.06505131 -0.0158123
 -0.9977566   0.2         0.          0.          0.91952777 -0.39302504
 -0.0989933   0.10090065  0.15392494 -0.4758911   0.15959646  0.2565422
 -0.06198978  0.00743866  0.34084797 -0.13073912 -0.17142868  0.6197796
 -1.9384613  -0.02197838 -1.5779349   0.01318741  0.8835163  -0.04835129
 -0.01318741 -0.00705951]","[-0.14257897  0.08865174 -0.11233599  0.07128841 -0.29838797 -0.15431383
 -0.01666047 -0.10571088 -0.20484537 -0.01950349]","[-0.3818564713001251, 0.06191544234752655, -0.08296752721071243, -0.4506298005580902, -0.1307128518819809, 0.07023333013057709, 0.03456617519259453, -0.11767404526472092, 0.28301650285720825, -0.16473308205604553]"
190,,"[ 0.17993115  0.06524161  0.03975186  0.14654362  0.06205755 -0.06116586
 -0.9961965   0.2         0.          0.          0.35137483 -0.9362349
 -0.1192112   0.12607765 -0.05817509 -0.49343872  0.06127021  0.25844955
 -0.02155304 -0.01506805  0.34199238 -0.14133681 -0.32087898 -0.312088
 -2.421978   -0.36483574 -0.30884045  0.12747192 -0.08351707 -0.18901062
  0.12747192 -0.10718703]","[ 0.13230154  0.3054728  -0.0401079   0.03299223 -0.2887974  -0.04515185
  0.1878118  -0.04314581 -0.20257227  0.14888304]","[-0.21265794336795807, 0.20346596837043762, -0.1125093549489975, -0.40325769782066345, -0.1850556880235672, 0.1775134950876236, 0.11855937540531158, 0.003053343389183283, 0.3098427355289459, -0.06085697561502457]"
200,,"[ 0.18183027  0.14510916  0.13362387 -0.07475118  0.0691158  -0.06728167
 -0.9953371   0.2         0.          0.         -0.43388373 -0.90096885
 -0.13599586  0.11844826 -0.11768532 -0.50717163  0.0633558   0.26760483
 -0.03719425  0.00629425  0.35305595 -0.14354093 -0.0747261  -0.02197838
  0.26813126  0.15384674 -0.01916043  0.10109901 -0.02197838  0.38241768
  0.05714226 -0.07218339]","[ 0.07653633  0.3258237   0.07698385 -0.23015557  0.31079373 -0.16422814
  0.41682443 -0.3993585  -0.27487716  0.35317528]","[-0.14066864550113678, 0.2939598560333252, 0.08256910741329193, -0.7452315092086792, 0.46975386142730713, 0.10720722377300262, 0.4478035569190979, -0.36705589294433594, 0.2226332724094391, 0.17490872740745544]"
210,,"[ 0.18067315 -0.0567428  -0.03841008 -0.34330302  0.07756887 -0.07416476
 -0.99422455  0.2         0.          0.         -0.95105654 -0.309017
 -0.14400673  0.13027382 -0.00858307 -0.5216675   0.1323227   0.28820515
 -0.05283451 -0.05283451  0.35839653 -0.12641758  0.00439644  0.36483574
  2.6945057  -0.66373634  1.9482206   0.1362629  -0.6109886  -2.2813187
 -0.04835129  0.40270972]","[ 0.03248893  0.3177551   0.11574043 -0.07322787  0.24440761 -0.09048676
  0.39578432 -0.520251   -0.37743178  0.31540284]","[-0.20657958090305328, 0.3020322620868683, 0.10579178482294083, -0.6012076735496521, 0.41972148418426514, 0.15616969764232635, 0.45938295125961304, -0.48643237352371216, 0.15252098441123962, 0.22929036617279053]"
220,,"[ 0.048201   -0.43122834  0.08137602 -2.4127104   0.08779979 -0.0386915
 -0.9953865   0.2         0.          0.         -0.8805955   0.47386867
 -0.13828468  0.1791029   0.17109203 -0.5777445   0.26340547  0.30079365
 -0.14171791 -0.22602463  0.33512592 -0.06546296 -0.09230804  0.1362629
 -0.04835129 -0.03076935  0.6507134   0.00439644 -1.0593414  -2.1054945
 -0.60219765  0.8127152 ]","[ 0.00845599  0.09146375  0.17137302  0.21192634  0.22222112 -0.16321027
  0.1564221   0.07875361 -0.19835824 -0.1033344 ]","[-0.24121586978435516, 0.09819307923316956, 0.13123346865177155, -0.35224416851997375, 0.3725232779979706, 0.10214041918516159, 0.23523546755313873, -0.052796076983213425, 0.24758172035217285, -0.19318027794361115]"
230,,"[-0.20957763 -0.98081714 -0.4697513  -1.8891807   0.07732148  0.05117293
 -0.99569213  0.2         0.          0.         -0.26603684  0.96396285
 -0.15850353  0.15468788  0.12188148 -0.5434122   0.29900268  0.29659748
 -0.24700546 -0.2351799   0.2939272  -0.03617879 -0.03076935 -0.87472534
 -0.15384674  0.8307686   0.140758    0.03076935 -0.7604389   3.081318
  0.06593323 -0.35983917]","[ 0.08655138 -0.04090465 -0.04500037  0.3543024   0.2802123   0.03157636
  0.09179315  0.32474068  0.03278143 -0.22816281]","[-0.1606135368347168, -0.08073436468839645, 0.04438929259777069, -0.16258732974529266, 0.45589786767959595, 0.2472076565027237, 0.10459361970424652, 0.3877888023853302, 0.5224831104278564, -0.35530605912208557]"
240,,"[-2.7798668e-01  5.4055165e-02  5.4224692e-02 -3.8055561e-02
  5.2784268e-02  7.8833200e-02 -9.9548936e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  5.1289928e-01  8.5844880e-01
 -1.2874794e-01  1.0471535e-01  5.2453041e-02 -5.0679016e-01
  3.6086845e-01  2.9011250e-01 -1.6079235e-01  3.1757832e-01
  3.2177448e-01 -1.3706957e-01  4.1758156e-01  4.3964386e-03
 -1.3846149e+00  4.5274734e-01 -5.9795540e-02  1.8021965e-01
  2.6329670e+00  7.1868134e+00  9.7142792e-01 -1.6329151e+00]","[ 0.15185845 -0.06748442  0.2715978   0.3362688  -0.31893697 -0.25797638
  0.12357976 -0.0570902  -0.10142152  0.00324933]","[-0.17132863402366638, -0.029979443177580833, 0.10819720476865768, -0.20353290438652039, -0.14280685782432556, 0.03710012137889862, 0.2579013407230377, -0.00991724617779255, 0.4340459108352661, -0.2181757241487503]"
250,,"[-2.9206359e-01  4.4184691e-01 -1.8432885e-01 -4.4533107e-01
  4.8457362e-02  6.3464612e-02 -9.9680710e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  9.7492790e-01  2.2252093e-01
 -8.5259438e-02  1.4209938e-01  9.5367432e-04 -4.5796108e-01
  2.8569961e-01  3.1109333e-01 -2.7275085e-02  4.5033169e-01
  4.3316555e-01 -2.0820338e-01  6.0219765e-01  6.8131828e-01
  9.2747307e-01  1.6263771e-01 -1.2376728e+00  2.7692223e-01
 -6.5933228e-02 -4.8835163e+00  4.2637444e-01  2.5212011e-01]","[ 0.03534679 -0.17831472  0.5944748   0.2753442  -0.37403038 -0.07582707
 -0.12334761 -0.14230222 -0.02814925  0.4303386 ]","[-0.1739555448293686, -0.18344104290008545, 0.614464521408081, -0.20821024477481842, -0.23777233064174652, 0.1117795929312706, -0.06577423214912415, -0.10788535326719284, 0.49926286935806274, 0.27587661147117615]"
260,,"[-0.3623705  -0.22919437  0.16729833 -0.780848    0.03725314  0.04626739
 -0.99823415  0.2         0.          0.          0.83457327 -0.550897
 -0.02765656  0.19703197  0.352293   -0.4324026   0.17942077  0.32635212
 -0.06923771 -0.02880096  0.46444607 -0.1298067   0.4351654  -0.10109901
  8.145056    0.33846092 -0.88795155  0.11868095  0.03076935 -4.734066
 -0.312088    0.69576806]","[ 0.08934437 -0.06460688  0.6065762   0.37991142 -0.12454246 -0.04110339
 -0.03652814  0.16229928  0.03020681 -0.08851561]","[-0.17516310513019562, -0.12550508975982666, 0.6251446008682251, -0.14428874850273132, 0.0010927051771432161, 0.23911599814891815, -0.06805223971605301, 0.06853216886520386, 0.5241308808326721, -0.0891428217291832]"
270,,"[-4.2914438e-01  2.6891932e-01  2.3007655e-01 -4.7887579e-01
  6.1132163e-02  6.1286360e-02 -9.9624634e-01  2.0000000e-01
  0.0000000e+00  0.0000000e+00  1.7855689e-01 -9.8392957e-01
 -1.3351440e-03  1.7071056e-01  7.8336048e-01 -3.5992241e-01
  1.5281548e-01  3.4657097e-01 -6.9237709e-02 -9.3270302e-02
  4.3278408e-01 -7.0413910e-02 -2.9450607e-01  1.3626289e-01
 -1.7890110e+00  2.9450607e-01 -1.6468042e-01 -1.3187408e-02
  9.0109825e-01  3.4153843e+00 -3.0769348e-02 -2.9936624e-01]","[ 0.16819884  0.00605059 -0.17194988 -0.02180044  0.19332947 -0.18826592
  0.13704851  0.03286577 -0.07354863 -0.1639495 ]","[-0.08213010430335999, -0.04951358586549759, 0.011514165438711643, -0.35830479860305786, 0.20551954209804535, 0.1326640397310257, 0.033850137144327164, 0.1251356303691864, 0.4966956377029419, -0.3095649480819702]"
280,,"[-5.09406626e-01 -4.73266184e-01 -3.50924432e-01 -1.09139371e+00
  5.44680208e-02  5.79281300e-02 -9.96833801e-01  2.00000003e-01
  0.00000000e+00  0.00000000e+00 -5.87785244e-01 -8.09017003e-01
 -5.72204590e-04  2.03516960e-01  3.48478317e-01 -3.24826241e-01
  1.71631142e-01  3.75181198e-01 -1.20162964e-02  1.11200333e-01
  4.48424339e-01 -1.52224883e-01  2.06592560e-01  4.39643860e-03
 -9.39340687e+00  1.80219650e-01  1.07295930e+00  3.38460922e-01
  1.09889984e-01 -2.59340286e-01  1.19120789e+00 -6.37420952e-01]","[ 0.3037805  -0.11992561 -0.2274272  -0.04724863  0.6587075  -0.06062349
 -0.33091435 -0.10016882  0.01080116  0.02387429]","[0.04130730777978897, -0.16022396087646484, -0.2425099015235901, -0.5882731080055237, 0.8287632465362549, 0.15491235256195068, -0.214619442820549, -0.08906897157430649, 0.4644387662410736, -0.1698494851589203]"
