step,phase,obs,action_raw,action_clipped,action_scaled
0,0.0,"[ 0.0000000e+00  1.0000000e+00 -1.2016296e-02  1.1634827e-02
 -2.1982193e-04 -6.5937045e-04  0.0000000e+00  0.0000000e+00]",[ 0.00534344 -0.17217529],[ 0.00534344 -0.17217529],[ 0.00133586 -0.04304382]
1,0.0078125,"[ 4.9067676e-02  9.9879545e-01 -1.2016296e-02  1.1634827e-02
 -2.1982193e-04 -6.5937045e-04  5.3434428e-03 -1.7217529e-01]",[-0.08667691 -0.17186216],[-0.08667691 -0.17186216],[-0.02166923 -0.04296554]
2,0.015625,"[ 9.8017141e-02  9.9518472e-01 -1.2016296e-02  1.1634827e-02
 -6.5937045e-04 -6.5937045e-04 -8.6676911e-02 -1.7186216e-01]",[-0.13085668 -0.25935635],[-0.13085668 -0.25935635],[-0.03271417 -0.06483909]
3,0.0234375,"[ 1.4673047e-01  9.8917651e-01 -1.2016296e-02  1.1634827e-02
 -2.1982193e-04 -2.1982193e-04 -1.3085668e-01 -2.5935635e-01]",[-0.12215404 -0.36910084],[-0.12215404 -0.36910084],[-0.03053851 -0.09227521]
4,0.03125,"[ 1.9509032e-01  9.8078525e-01 -1.2016296e-02  1.1634827e-02
 -2.1982193e-04  2.1982193e-04 -1.2215404e-01 -3.6910084e-01]",[-0.11485938 -0.4974956 ],[-0.11485938 -0.4974956 ],[-0.02871484 -0.1243739 ]
5,0.0390625,"[ 2.4298018e-01  9.7003126e-01 -1.2016296e-02  1.1634827e-02
 -6.5937045e-04  2.1982193e-04 -1.1485938e-01 -4.9749559e-01]",[-0.03694487 -0.6201218 ],[-0.03694487 -0.6201218 ],[-0.00923622 -0.15503044]
6,0.046875,"[ 2.9028466e-01  9.5694035e-01 -1.2016296e-02  1.1634827e-02
  6.5937045e-04  2.1982193e-04 -3.6944866e-02 -6.2012178e-01]",[ 0.11795201 -0.7922696 ],[ 0.11795201 -0.7922696 ],[ 0.029488  -0.1980674]
7,0.05468750000000001,"[ 3.3688986e-01  9.4154406e-01 -1.2016296e-02  1.1634827e-02
 -6.5937045e-04 -6.5937045e-04  1.1795201e-01 -7.9226959e-01]",[ 0.21346147 -0.90633667],[ 0.21346147 -0.90633667],[ 0.05336537 -0.22658417]
8,0.0625,"[ 3.8268343e-01  9.2387950e-01 -1.2016296e-02  1.1634827e-02
 -6.5937045e-04  6.5937045e-04  2.1346147e-01 -9.0633667e-01]",[ 0.2895335 -0.9741598],[ 0.2895335 -0.9741598],[ 0.07238337 -0.24353994]
9,0.0703125,"[ 4.2755508e-01  9.0398932e-01 -1.2016296e-02  1.1634827e-02
 -2.1982193e-04 -2.1982193e-04  2.8953350e-01 -9.7415978e-01]",[ 0.34377733 -1.0656201 ],[ 0.34377733 -1.0656201 ],[ 0.08594433 -0.26640502]
10,0.078125,"[ 4.7139674e-01  8.8192129e-01 -1.2016296e-02  1.1634827e-02
 -6.5937045e-04  2.1982193e-04  3.4377733e-01 -1.0656201e+00]",[ 0.45062897 -1.1595908 ],[ 0.45062897 -1.1595908 ],[ 0.11265724 -0.2898977 ]
11,0.0859375,"[ 5.1410276e-01  8.5772860e-01 -1.2016296e-02  1.1634827e-02
 -6.5937045e-04  2.1982193e-04  4.5062897e-01 -1.1595908e+00]",[ 0.44839716 -1.164842  ],[ 0.44839716 -1.164842  ],[ 0.11209929 -0.2912105 ]
12,0.09375,"[ 5.5557024e-01  8.3146960e-01 -1.2016296e-02  1.1634827e-02
 -6.5937045e-04 -2.1982193e-04  4.4839716e-01 -1.1648420e+00]",[ 0.32956532 -1.2407789 ],[ 0.32956532 -1.2407789 ],[ 0.08239133 -0.31019473]
13,0.1015625,"[ 5.9569931e-01  8.0320752e-01 -1.2016296e-02  1.1634827e-02
 -6.5937045e-04  2.1982193e-04  3.2956532e-01 -1.2407789e+00]",[-0.28638443 -0.69153136],[-0.28638443 -0.69153136],[-0.07159611 -0.17288284]
14,0.10937500000000001,"[ 6.3439327e-01  7.7301043e-01 -1.2016296e-02  1.1634827e-02
 -1.0989190e-03 -2.1982193e-04 -2.8638443e-01 -6.9153136e-01]",[-0.09608523  0.1821268 ],[-0.09608523  0.1821268 ],[-0.02402131  0.0455317 ]
15,0.1171875,"[ 6.7155898e-01  7.4095112e-01 -1.2016296e-02  1.1634827e-02
 -6.5937045e-04 -2.1982193e-04 -9.6085228e-02  1.8212681e-01]",[-0.05944218  0.05296181],[-0.05944218  0.05296181],[-0.01486055  0.01324045]
16,0.125,"[ 7.0710677e-01  7.0710677e-01 -1.2016296e-02  1.1634827e-02
  2.1982193e-04  2.1982193e-04 -5.9442185e-02  5.2961808e-02]",[-0.03342609 -0.1325014 ],[-0.03342609 -0.1325014 ],[-0.00835652 -0.03312535]
17,0.1328125,"[ 7.4095112e-01  6.7155898e-01 -1.2016296e-02  1.1634827e-02
 -2.1982193e-04  1.0989190e-03 -3.3426095e-02 -1.3250139e-01]",[-0.04294204 -0.21937825],[-0.04294204 -0.21937825],[-0.01073551 -0.05484456]
18,0.140625,"[ 0.77301043  0.6343933  -0.01239777  0.01163483 -0.00153847 -0.00109892
 -0.04294204 -0.21937825]",[-0.06766365 -0.33439574],[-0.06766365 -0.33439574],[-0.01691591 -0.08359893]
19,0.1484375,"[ 0.8032075   0.5956993  -0.01163483  0.00972748  0.00505495 -0.01516485
 -0.06766365 -0.33439574]",[-0.0770059  -0.44906333],[-0.0770059  -0.44906333],[-0.01925148 -0.11226583]
20,0.15625,"[ 0.8314696   0.55557024 -0.01163483  0.00667572  0.00505495 -0.0164835
 -0.0770059  -0.44906333]",[-0.08061989 -0.49798453],[-0.08061989 -0.49798453],[-0.02015497 -0.12449613]
21,0.1640625,"[ 8.57728601e-01  5.14102757e-01 -1.04904175e-02  3.62396240e-03
  2.19821930e-04 -1.29670147e-02 -8.06198865e-02 -4.97984529e-01]",[-0.11348442 -0.55501366],[-0.11348442 -0.55501366],[-0.0283711  -0.13875341]
22,0.171875,"[ 0.8819213   0.47139674 -0.01087189  0.00095367 -0.00153847 -0.01604395
 -0.11348442 -0.55501366]",[-0.08566819 -0.5849965 ],[-0.08566819 -0.5849965 ],[-0.02141705 -0.14624913]
23,0.1796875,"[ 9.0398932e-01  4.2755508e-01 -1.0871887e-02 -2.4795532e-03
 -6.5937045e-04 -1.8681336e-02 -8.5668191e-02 -5.8499652e-01]",[-0.08204079 -0.6707917 ],[-0.08204079 -0.6707917 ],[-0.0205102  -0.16769792]
24,0.1875,"[ 9.2387950e-01  3.8268343e-01 -1.0871887e-02 -6.2942505e-03
 -6.5937045e-04 -1.7802238e-02 -8.2040794e-02 -6.7079169e-01]",[-0.06795648 -0.67478716],[-0.06795648 -0.67478716],[-0.01698912 -0.16869679]
25,0.1953125,"[ 9.4154406e-01  3.3688986e-01 -1.0871887e-02 -1.1253357e-02
 -2.1982193e-04 -3.0988980e-02 -6.7956477e-02 -6.7478716e-01]",[-0.02410339 -0.71195894],[-0.02410339 -0.71195894],[-0.00602585 -0.17798974]
26,0.203125,"[ 9.5694035e-01  2.9028466e-01 -1.0871887e-02 -1.7356873e-02
 -2.1982193e-04 -3.5824206e-02 -2.4103388e-02 -7.1195894e-01]",[ 0.10607112 -0.81856966],[ 0.10607112 -0.81856966],[ 0.02651778 -0.20464242]
27,0.2109375,"[ 9.7003126e-01  2.4298018e-01 -1.0871887e-02 -2.4986267e-02
 -6.5937045e-04 -4.0219784e-02  1.0607112e-01 -8.1856966e-01]",[ 0.21011412 -0.8423549 ],[ 0.21011412 -0.8423549 ],[ 0.05252853 -0.21058872]
28,0.21875000000000003,"[ 9.8078525e-01  1.9509032e-01 -1.0871887e-02 -3.3379555e-02
 -2.1982193e-04 -4.9010944e-02  2.1011412e-01 -8.4235489e-01]",[ 0.5286739 -1.3461636],[ 0.5286739 -1.3461636],[ 0.13216847 -0.3365409 ]
29,0.22656249999999997,"[ 9.8917651e-01  1.4673047e-01 -1.0871887e-02 -4.3297768e-02
 -2.1982193e-04 -5.4725267e-02  5.2867389e-01 -1.3461636e+00]",[-0.2543717  -0.87600476],[-0.2543717  -0.87600476],[-0.06359293 -0.21900119]
30,0.234375,"[ 9.9518472e-01  9.8017141e-02 -1.0871887e-02 -5.4360390e-02
  2.1982193e-04 -5.7362653e-02 -2.5437170e-01 -8.7600476e-01]",[-0.21196477 -0.9096353 ],[-0.21196477 -0.9096353 ],[-0.05299119 -0.22740883]
31,0.2421875,"[ 0.99879545  0.04906768 -0.01087189 -0.06694889  0.00153847 -0.06615382
 -0.21196477 -0.9096353 ]",[-0.15325162 -0.9812515 ],[-0.15325162 -0.9812515 ],[-0.0383129  -0.24531287]
